Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Critic_Score,User_Score,Publisher_Profile,Cluster
13884,Fighting Force 64,N64,1999,Action,Crave Entertainment,0.09,0.02,0.0,0.0,5.2,0.0,Medium Profile,10
13885,Lunacy,SAT,1997,Adventure,Atlus,0.0,0.0,0.11,0.0,0.0,0.0,Medium Profile,11
13886,Nuclear Strike 64,N64,1999,Simulation,THQ,0.09,0.02,0.0,0.0,0.0,0.0,High Profile,20
13887,Snowboard Kids 2,N64,1999,Sports,Atlus,0.09,0.02,0.0,0.0,0.0,0.0,Medium Profile,17
13888,Tonic Trouble,N64,1999,Platform,Ubisoft,0.09,0.02,0.0,0.0,0.0,0.0,High Profile,12
13889,Top Gear Rally 2,N64,1999,Racing,Kemco,0.09,0.02,0.0,0.0,0.0,0.0,Low Profile,27
13891,Spyborgs,Wii,2009,Action,Capcom,0.09,0.01,0.0,0.01,6.3,0.0,Medium Profile,10
13894,Street Fighter Collection,"SAT, PS",1997,Fighting,Capcom,0.0,0.0,0.2,0.01,0.0,0.0,Medium Profile,16
13895,Ninja Assault,PS2,2002,Shooter,Namco,0.05,0.04,0.0,0.01,0.0,0.0,Medium Profile,2
13897,GunGriffon Blaze,PS2,2000,Simulation,Working Designs,0.05,0.04,0.0,0.01,0.0,0.0,Low Profile,33
13899,Frontier Gate,PSP,2011,Role-Playing,Konami,0.0,0.0,0.11,0.0,0.0,0.0,High Profile,3
13900,Higurashi no Naku Koro ni Matsuri,PS2,2007,Adventure,Alchemist,0.0,0.0,0.11,0.0,0.0,0.0,Low Profile,6
13901,Super Robot Wars OG: The Moon Dwellers,"PS4, PS3",2016,Misc,Namco Bandai Games,0.0,0.0,0.19,0.0,0.0,0.0,Medium Profile,19
13903,Top Angler: Real Bass Fishing,PS2,2002,Sports,Xicat Interactive,0.05,0.04,0.0,0.01,0.0,0.0,Low Profile,24
13904,Michael Phelps: Push the Limit,X360,2011,Sports,505 Games,0.09,0.01,0.0,0.01,0.0,0.0,Medium Profile,17
13905,Overcooked Special Edition,NS,2018,Simulation,Team 17,0.08,0.01,0.0,0.01,8.4,0.0,Low Profile,33
13908,PDC World Championship Darts: Pro Tour,"Wii, PS3, X360",2010,Sports,O-Games,0.0,0.2,0.0,0.030000000000000002,0.0,0.0,Low Profile,24
13910,Breakout,PS,2000,Puzzle,Hasbro Interactive,0.06,0.04,0.0,0.01,4.9,0.0,Low Profile,30
13911,AKB48+Me,3DS,2012,Misc,Kadokawa Shoten,0.0,0.0,0.11,0.0,0.0,0.0,Low Profile,0
13912,Alias,"PS2, XB",2004,Action,Acclaim Entertainment,0.09,0.05,0.0,0.01,0.0,0.0,Medium Profile,10
13913,Sakura Taisen Hanagumi Tsuushin,SAT,1997,Misc,Sega,0.0,0.0,0.11,0.0,0.0,0.0,High Profile,9
13914,Death Jr.: Root of Evil,Wii,2008,Platform,Eidos Interactive,0.1,0.0,0.0,0.01,7.3,0.0,Medium Profile,21
13915,Famicom Mini: Famicom Tantei Club - Kieta Koukeisha Zenkouhen,GBA,2004,Adventure,Nintendo,0.0,0.0,0.11,0.0,0.0,0.0,High Profile,26
13917,Hollywood Squares,Wii,2010,Misc,Ubisoft,0.1,0.0,0.0,0.01,0.0,0.0,High Profile,9
13918,"Prinny 2: Dawn of Operation Panties, Dood!",PSP,2011,Platform,NIS America,0.06,0.0,0.03,0.01,6.3,0.0,Medium Profile,21
13920,Smash Court Tennis 3,"X360, PSP",2008,Sports,Atari,0.09,0.03,0.01,0.02,0.0,0.0,Medium Profile,17
13922,Silly Bandz: Play The Craze,DS,2010,Puzzle,Zoo Games,0.1,0.0,0.0,0.01,0.0,0.0,Low Profile,30
13924,Earth Defense Force 4.1: The Shadow of New Despair,"PS4, PS4",2015,Shooter,Xseed Games,0.05,0.02,0.11,0.01,0.0,0.0,Medium Profile,2
13925,Outlaw Golf: Nine Holes of Christmas,XB,2003,Sports,Simon & Schuster Interactive,0.08,0.02,0.0,0.0,0.0,0.0,Low Profile,24
13926,NHL Rivals 2004,XB,2003,Sports,Microsoft Game Studios,0.08,0.02,0.0,0.0,0.0,0.0,Medium Profile,17
13929,Tyco RC: Assault with a Battery,PS,2000,Racing,Mattel Interactive,0.06,0.04,0.0,0.01,0.0,0.0,Low Profile,27
13930,Classic Road,"SNES, PS",1993,Sports,Victor Interactive,0.0,0.0,0.18,0.0,0.0,0.0,Low Profile,24
13933,Hole in the Wall: Deluxe Edition,X360,2011,Misc,Ubisoft,0.1,0.0,0.0,0.01,0.0,0.0,High Profile,9
13936,Panzer Dragoon Saga,SAT,1998,Role-Playing,Sega,0.0,0.0,0.11,0.0,9.1,0.0,High Profile,3
13941,Shining Ark,PSP,2013,Misc,Sega,0.0,0.0,0.11,0.0,0.0,0.0,High Profile,9
13947,Transformers: Beast Wars Transmetals,PS,2000,Fighting,BAM! Entertainment,0.06,0.04,0.0,0.01,0.0,0.0,Low Profile,32
13949,Mushroom Men: Rise of the Fungi,DS,2008,Action,Gamecock,0.1,0.0,0.0,0.01,0.0,0.0,Low Profile,22
13950,A New Beginning,PC,2012,Adventure,Daedalic Entertainment,0.0,0.05,0.0,0.01,0.0,0.0,Low Profile,6
13951,Ore no Imouto ga Konnani Kawaii Wake ga Nai Portable,PSP,2012,Adventure,Namco Bandai Games,0.0,0.0,0.11,0.0,0.0,0.0,Medium Profile,11
13954,Constantine,"PS2, XB",2005,Action,THQ,0.09,0.05,0.0,0.01,0.0,0.0,High Profile,1
13955,Prinny: Can I Really Be the Hero?,PSP,2009,Platform,NIS America,0.04,0.01,0.05,0.01,7.2,0.0,Medium Profile,21
13957,Pokémon Rumble World,3DS,2015,Action,Nintendo,0.0,0.02,0.09,0.0,7.0,0.0,High Profile,1
13958,Dynasty Tactics 2,PS2,2003,Strategy,KOEI,0.05,0.04,0.0,0.01,0.0,0.0,Medium Profile,14
13959,Touch Detective 2 1/2,DS,2007,Adventure,Atlus,0.09,0.0,0.01,0.01,0.0,0.0,Medium Profile,11
13960,Vacation Sports,Wii,2009,Sports,Ubisoft,0.09,0.01,0.0,0.01,0.0,0.0,High Profile,4
13961,Real World Golf,"PS2, XB",2006,Sports,Mad Catz,0.07,0.05,0.0,0.01,0.0,0.0,Low Profile,24
13962,Patapon 2,PSP,2009,Platform,Sony Computer Entertainment,0.0,0.03,0.06,0.01,8.2,0.0,High Profile,12
13963,Winter Heat,SAT,1997,Sports,Sega,0.0,0.0,0.11,0.0,0.0,0.0,High Profile,4
13964,WRC 5: FIA World Rally Championship,"PS3, PS4, PSV, XOne",2015,Racing,Bigben Interactive,0.04,0.14,0.0,0.04,0.0,0.0,Low Profile,27
13965,Animal Planet: Vet Life,"DS, Wii",2009,Simulation,Activision,0.18,0.0,0.0,0.02,0.0,0.0,High Profile,20
13971,ATV: Quad Frenzy,DS,2005,Racing,Majesco,0.1,0.0,0.0,0.01,0.0,0.0,Medium Profile,7
13972,Totally Spies! Totally Party,"Wii, PC, PS2",2009,Misc,Valcon Games,0.09999999999999999,0.04,0.0,0.01,0.0,0.0,Low Profile,0
13974,Lady Sia,GBA,2001,Platform,TDK Mediactive,0.08,0.03,0.0,0.0,0.0,0.0,Low Profile,37
13975,Lucha Libre AAA: Heroes del Ring,"PS3, X360",2010,Fighting,Konami,0.15000000000000002,0.0,0.0,0.01,0.0,0.0,High Profile,15
13979,Frogger: Helmet Chaos,"PSP, DS",2005,Platform,Konami,0.16,0.0,0.0,0.01,7.0,0.0,High Profile,12
13981,Robotech: Invasion,"PS2, XB",2004,Shooter,Global Star Software,0.09,0.05,0.0,0.01,0.0,0.0,Low Profile,28
13986,Irozuki Tingle no Koi no Balloon Trip,DS,2009,Adventure,Nintendo,0.0,0.0,0.11,0.0,0.0,0.0,High Profile,26
13991,HOP,DS,2011,Platform,505 Games,0.09,0.01,0.0,0.01,0.0,0.0,Medium Profile,21
13994,Cats & Dogs: The Revenge of Kitty Galore,DS,2010,Action,505 Games,0.1,0.0,0.0,0.01,0.0,0.0,Medium Profile,10
13998,Final Fantasy I & II,NES,1994,Role-Playing,Square,0.0,0.0,0.11,0.0,0.0,0.0,Low Profile,25
14000,The Cheetah Girls: Pop Star Sensations,DS,2007,Misc,Disney Interactive Studios,0.1,0.0,0.0,0.01,0.0,0.0,Medium Profile,19
14001,Langrisser IV,SAT,1997,Strategy,NCS,0.0,0.0,0.11,0.0,0.0,0.0,Low Profile,34
14002,FoxKids.com Micro Maniacs Racing,PS,2000,Racing,Codemasters,0.06,0.04,0.0,0.01,0.0,0.0,Medium Profile,7
14004,Hexen: Beyond Heretic,PS,1997,Shooter,GT Interactive,0.06,0.04,0.0,0.01,0.0,0.0,Low Profile,28
14005,Arcade Party Pak,PS,1999,Misc,Midway Games,0.06,0.04,0.0,0.01,7.6,0.0,Medium Profile,19
14006,Bust-A-Move DS,DS,2005,Puzzle,Majesco,0.08,0.02,0.0,0.01,0.0,0.0,Medium Profile,13
14009,Football Manager 2019,PC,2018,Simulation,Sega,0.0,0.1,0.0,0.01,0.0,0.0,High Profile,20
14010,Kotoba no Puzzle: Mojipittan Daijiten,PSP,2004,Puzzle,Namco,0.0,0.0,0.11,0.0,0.0,0.0,Medium Profile,13
14011,Yamaha Supercross,"DS, Wii",2009,Racing,DSI Games,0.15000000000000002,0.02,0.0,0.02,0.0,0.0,Low Profile,27
14014,Hitman Trilogy,PS2,2007,Action,Eidos Interactive,0.05,0.04,0.0,0.01,0.0,0.0,Medium Profile,10
14015,Dragon Quest & Final Fantasy in Itadaki Street Portable,PSP,2006,Misc,Square Enix,0.0,0.0,0.11,0.0,0.0,0.0,Medium Profile,19
14018,The Penguins of Madagascar: Dr. Blowhole Returns - Again!,"X360, DS, PS3, Wii",2011,Action,THQ,0.21000000000000002,0.13,0.0,0.04,0.0,0.0,High Profile,1
14022,Railroad Tycoon II,PS,2000,Strategy,Take-Two Interactive,0.06,0.04,0.0,0.01,6.6,0.0,Low Profile,34
14023,The Legend of Heroes II: Prophecy of the Moonlight Witch (JP sales),PSP,2006,Role-Playing,Namco Bandai,0.0,0.0,0.11,0.0,0.0,0.0,Medium Profile,5
14024,The Hardy Boys: The Hidden Theft,Wii,2009,Adventure,DreamCatcher Interactive,0.07,0.03,0.0,0.01,0.0,0.0,Low Profile,6
14025,Naruto Shippuden 3D: The New Era,3DS,2011,Action,505 Games,0.0,0.04,0.06,0.0,0.0,0.0,Medium Profile,10
14026,My Boyfriend,DS,2009,Simulation,THQ,0.1,0.0,0.0,0.01,0.0,0.0,High Profile,20
14028,Kirarin * Revolution: Kira Kira Idol Audition,DS,2006,Simulation,Konami,0.0,0.0,0.11,0.0,0.0,0.0,High Profile,20
14029,Killer Instinct (2013),XOne,2014,Fighting,Microsoft Studios,0.07,0.03,0.0,0.01,0.0,0.0,Medium Profile,16
14030,Ranma 1/2: Akanekodan Teki Hihou,SNES,1993,Role-Playing,TOHO,0.0,0.0,0.11,0.0,0.0,0.0,Low Profile,25
14032,Pac-Man and the Ghostly Adventures 2,"PS3, X360, 3DS, WiiU",2014,Platform,Namco Bandai Games,0.18,0.14,0.0,0.05,0.0,0.0,Medium Profile,21
14034,Victory Zone,PS,1995,Misc,Sony Computer Entertainment,0.0,0.0,0.1,0.01,0.0,0.0,High Profile,9
14035,Rengoku: The Tower of Purgatory,PSP,2005,Action,Konami,0.1,0.0,0.0,0.01,4.7,0.0,High Profile,1
14038,Goal Storm '97,PS,1997,Sports,Konami,0.01,0.0,0.09,0.01,0.0,0.0,High Profile,4
14040,Dynasty Warriors Advance,GBA,2005,Action,Nintendo,0.08,0.03,0.0,0.0,5.2,0.0,High Profile,1
14041,Pachi-Slot Aruze Oukoku 3,PS,2000,Misc,Aruze Corp,0.0,0.0,0.1,0.01,0.0,0.0,Low Profile,0
14043,Tournament Pool,Wii,2009,Sports,Destineer,0.1,0.0,0.0,0.01,0.0,0.0,Medium Profile,17
14046,Aqua Aqua,PS2,2001,Puzzle,3DO,0.05,0.04,0.0,0.01,0.0,0.0,Low Profile,30
14047,Naruto Shippuden: Naruto vs. Sasuke,DS,2010,Action,Atlus,0.07,0.0,0.03,0.01,0.0,0.0,Medium Profile,10
14048,Mega Man Zero 4,GBA,2005,Platform,Capcom,0.08,0.03,0.0,0.0,0.0,0.0,Medium Profile,21
14050,Black Bass with Blue Marlin,PS,1999,Sports,Hot-B,0.06,0.04,0.0,0.01,0.0,0.0,Low Profile,24
14051,Mega Man Battle Network 5: Double Team DS (JP sales),DS,2005,Role-Playing,Capcom,0.0,0.0,0.11,0.0,0.0,0.0,Medium Profile,5
14054,Utawarerumono: Chiriyukusha e no Komoriuta,"PS2, PS4, PSV",2006,Adventure,Aquaplus,0.0,0.0,0.16,0.0,0.0,0.0,Low Profile,6
14055,Hyper Formation Soccer,PS,1995,Sports,Human Entertainment,0.0,0.0,0.1,0.01,0.0,0.0,Low Profile,24
14056,Kamen Rider: Battride War II,"PS3, WiiU",2014,Misc,Namco Bandai Games,0.0,0.0,0.13,0.0,0.0,0.0,Medium Profile,19
14058,Jupiter Strike,PS,1995,Shooter,Acclaim Entertainment,0.06,0.04,0.0,0.01,0.0,0.0,Medium Profile,2
14059,Sudokuro,DS,2007,Puzzle,Crave Entertainment,0.1,0.0,0.0,0.01,0.0,0.0,Medium Profile,13
14060,Shadow Warrior (2013),"PS4, XOne",2014,Shooter,Devolver Digital,0.0,0.13,0.0,0.02,0.0,0.0,Low Profile,28
14061,Tetris Evolution,X360,2007,Puzzle,THQ,0.08,0.02,0.0,0.01,0.0,0.0,High Profile,36
14077,Jampack Volume 14 (RP-T),PS2,2006,Misc,Sony Computer Entertainment,0.05,0.04,0.0,0.01,0.0,0.0,High Profile,9
14079,Rome: Total War,PC,2004,Strategy,Activision,0.0,0.09,0.0,0.01,9.0,0.0,High Profile,35
14081,Martian Gothic: Unification,PS,2001,Adventure,Take-Two Interactive,0.06,0.04,0.0,0.01,0.0,0.0,Low Profile,6
14082,Woody Woodpecker Racing,PS,2000,Racing,Konami,0.06,0.04,0.0,0.01,0.0,0.0,High Profile,18
14083,Final Fantasy XII International Zodiac Job System,PS2,2007,Role-Playing,Square Enix,0.0,0.0,0.11,0.0,0.0,0.0,Medium Profile,5
14085,Carnage Heart,PS,1997,Strategy,Sony Computer Entertainment,0.01,0.01,0.09,0.01,7.1,0.0,High Profile,35
14086,"Grand Theft Auto: Mission Pack #1, London 1969",PS,1999,Adventure,Rockstar Games,0.06,0.04,0.0,0.01,6.7,0.0,Medium Profile,11
14087,Kamen Rider: Climax Heroes,PS2,2009,Fighting,Namco Bandai,0.0,0.0,0.11,0.0,0.0,0.0,Medium Profile,16
14088,Robotics;Notes,"PS3, X360, PSV",2012,Visual Novel,5pb,0.0,0.0,0.15,0.0,0.0,0.0,Medium Profile,29
14089,Disney Channel Collection Vol. 1,GBA,2004,Misc,Majesco,0.08,0.03,0.0,0.0,0.0,0.0,Medium Profile,19
14091,Total Immersion Racing,"PS2, XB",2002,Racing,Empire Interactive,0.07,0.05,0.0,0.01,0.0,0.0,Low Profile,27
14092,Virtual Hydlide,SAT,1995,Role-Playing,Atlus,0.0,0.0,0.11,0.0,0.0,0.0,Medium Profile,5
14093,Petz Fashion: Dogz & Catz,DS,2009,Simulation,Ubisoft,0.1,0.0,0.0,0.01,0.0,0.0,High Profile,20
14094,Viewtiful Joe: Double Trouble!,DS,2005,Action,Capcom,0.08,0.0,0.01,0.01,0.0,0.0,Medium Profile,10
14095,Rocky Balboa,PSP,2007,Sports,Sony Computer Entertainment,0.01,0.09,0.0,0.01,0.0,0.0,High Profile,4
14097,FlatOut: Ultimate Carnage,X360,2007,Racing,Empire Interactive,0.07,0.03,0.0,0.01,0.0,0.0,Low Profile,27
14099,Digimon Digital Card Battle,PS,2001,Strategy,Bandai,0.06,0.04,0.0,0.01,0.0,0.0,Medium Profile,14
14100,Alvin and the Chipmunks: Chipwrecked,"X360, DS, Wii",2011,Misc,Majesco,0.22,0.060000000000000005,0.0,0.03,0.0,0.0,Medium Profile,19
14101,Kuroko no Basuke: Game of Miracles,PSP,2012,Sports,Bandai Namco Games,0.0,0.0,0.11,0.0,0.0,0.0,Low Profile,24
14102,AquaPazza: AquaPlus Dream Match,PS3,2013,Misc,Atlus,0.05,0.0,0.05,0.01,0.0,0.0,Medium Profile,19
14103,Jikkyou Powerful Pro Yakyuu 13 Ketteiban,PS2,2006,Sports,Konami,0.0,0.0,0.11,0.0,0.0,0.0,High Profile,4
14106,Yuusha no Kuse ni Namaikida Or 3D,PSP,2010,Strategy,Sony Computer Entertainment,0.0,0.0,0.11,0.0,0.0,0.0,High Profile,35
14107,Trauma Center: Under the Knife 2,DS,2008,Simulation,Atlus,0.1,0.0,0.0,0.01,8.2,0.0,Medium Profile,8
14108,Cities XXL,PC,2015,Simulation,Focus Home Interactive,0.0,0.01,0.0,0.0,0.0,0.0,Medium Profile,8
14110,Gem Quest: 4 Elements,DS,2011,Puzzle,Storm City Games,0.05,0.05,0.0,0.01,0.0,0.0,Low Profile,30
14111,Big League Sports: Summer,"DS, Wii",2009,Sports,Activision,0.18,0.0,0.0,0.02,0.0,0.0,High Profile,4
14113,Hysteria Hospital: Emergency Ward,"DS, Wii",2009,Action,O-Games,0.15000000000000002,0.0,0.0,0.01,0.0,0.0,Low Profile,22
14114,Project: Horned Owl,PS,1996,Shooter,Sony Computer Entertainment,0.03,0.02,0.05,0.01,0.0,0.0,High Profile,23
14115,Mobile Suit Gundam Age: Universe Accel / Cosmic Drive,PSP,2012,Role-Playing,Namco Bandai Games,0.0,0.0,0.11,0.0,0.0,0.0,Medium Profile,5
14119,Fatal Frame 2: Wii Edition,Wii,2012,Action-Adventure,Nintendo,0.0,0.0,0.1,0.0,0.0,0.0,High Profile,39
14120,NASCAR The Game: Inside Line,"X360, PS3",2012,Racing,Activision,0.16,0.0,0.0,0.03,0.0,0.0,High Profile,18
14122,Dragon Ball Z Super Gokuden: Kakusei-Hen,SNES,1995,Role-Playing,Bandai,0.0,0.0,0.11,0.0,0.0,0.0,Medium Profile,5
14123,Busou Shinki: Battle Masters Mk. 2,PSP,2011,Action,Konami,0.0,0.0,0.11,0.0,0.0,0.0,High Profile,1
14125,Fairy Tail: Portable Guild,PSP,2010,Fighting,Konami,0.0,0.0,0.11,0.0,0.0,0.0,High Profile,15
14127,My First Dollhouse,DS,2010,Misc,505 Games,0.1,0.0,0.0,0.01,0.0,0.0,Medium Profile,19
14130,Etrian Odyssey Nexus,3DS,2019,Role-Playing,Atlus,0.0,0.0,0.11,0.0,0.0,0.0,Medium Profile,5
14131,Brunswick Circuit Pro Bowling 2,PS,2000,Sports,THQ,0.06,0.04,0.0,0.01,7.0,0.0,High Profile,4
14132,D,PS,1996,Adventure,Acclaim Entertainment,0.0,0.0,0.1,0.01,0.0,0.0,Medium Profile,11
14133,The Godfather: Mob Wars,PSP,2006,Action,Electronic Arts,0.09,0.0,0.0,0.01,6.2,0.0,High Profile,1
14135,Puzzle Chronicles,"PSP, DS",2010,Puzzle,Konami,0.1,0.0,0.0,0.02,6.5,0.0,High Profile,36
14136,Girls und Panzer: I Will Master Tankery,PSV,2014,Action,Namco Bandai Games,0.0,0.0,0.1,0.0,0.0,0.0,Medium Profile,10
14138,Stronghold Kingdoms,PC,2011,Strategy,DTP Entertainment,0.0,0.1,0.0,0.01,0.0,0.0,Low Profile,34
14139,Wizardry VI: Bane of the Cosmic Forge,SNES,1995,Role-Playing,ASCII Entertainment,0.0,0.0,0.1,0.0,0.0,0.0,Low Profile,25
14140,Power Pocket Koushien,DS,2005,Sports,Konami,0.0,0.0,0.1,0.0,0.0,0.0,High Profile,4
14141,Gravity Games Bike: Street Vert Dirt,PS2,2002,Sports,Midway Games,0.05,0.04,0.0,0.01,0.0,0.0,Medium Profile,17
14144,Dreamer Series: Top Model,DS,2009,Simulation,DreamCatcher Interactive,0.1,0.0,0.0,0.01,0.0,0.0,Low Profile,33
14145,Troll and I,"NS, PS4, XOne",2017,Action,Maximum Games,0.09,0.04,0.0,0.02,0.0,0.0,Low Profile,22
14146,American Girl: Julie Finds a Way,DS,2007,Adventure,THQ,0.1,0.0,0.0,0.01,0.0,0.0,High Profile,26
14148,Derby Stallion P,PSP,2006,Sports,Enterbrain,0.0,0.0,0.1,0.0,0.0,0.0,Low Profile,24
14150,Kenka Bancho Bros: Tokyo Battle Royale,PSP,2012,Action,Spike,0.0,0.0,0.1,0.0,0.0,0.0,Low Profile,22
14151,Slime Rancher,"PS4, XOne",2018,Simulation,Skybound Games,0.16,0.0,0.0,0.03,0.0,0.0,Low Profile,33
14152,UFC: Tapout 2,XB,2003,Fighting,TDK Mediactive,0.08,0.02,0.0,0.0,0.0,0.0,Low Profile,32
14153,The Bachelor: The Videogame,"Wii, DS",2010,Misc,Warner Bros. Interactive,0.18,0.0,0.0,0.02,0.0,0.0,Medium Profile,19
14154,Kirarin * Revolution: Tsukutte Misechao! Kime * Kira Stage,DS,2007,Simulation,Konami,0.0,0.0,0.1,0.0,0.0,0.0,High Profile,20
14156,Ski-Doo Snowmobile Challenge,"PS3, Wii, X360",2009,Racing,Valcon Games,0.21000000000000002,0.0,0.0,0.02,0.0,0.0,Low Profile,27
14158,The First Templar,"X360, PC",2011,Adventure,Kalypso,0.12,0.05,0.0,0.02,7.0,0.0,Low Profile,6
14161,Disney's Chicken Little: Ace In Action,"Wii, DS",2006,Shooter,Buena Vista,0.15,0.0,0.0,0.01,6.8,0.0,Low Profile,28
14163,F1 Career Challenge,PS2,2003,Racing,EA Sports,0.05,0.04,0.0,0.01,0.0,0.0,High Profile,18
14165,Pariah,XB,2005,Action,Groove Games,0.08,0.02,0.0,0.0,0.0,0.0,Low Profile,22
14167,Cabela's Outdoor Adventures,"XB, GC",2005,Sports,Activision,0.11,0.03,0.0,0.0,0.0,0.0,High Profile,4
14169,Metal Slug 3,XB,2004,Shooter,SNK,0.08,0.02,0.0,0.0,0.0,0.0,Low Profile,28
14171,Motocross Mania 3,"PS2, XB",2005,Racing,2K Games,0.060000000000000005,0.04,0.0,0.01,0.0,0.0,Medium Profile,7
14172,Princess Debut,DS,2008,Misc,Natsume,0.1,0.0,0.0,0.01,0.0,0.0,Medium Profile,19
14173,Pro Yakyuu Famista DS 2009,DS,2009,Sports,Namco Bandai,0.0,0.0,0.1,0.0,0.0,0.0,Medium Profile,17
14174,"Sesame Street: Ready, Set, Grover!","Wii, DS",2011,Misc,Warner Bros. Interactive,0.18,0.0,0.0,0.02,0.0,0.0,Medium Profile,19
14176,NHL-Legacy Edition,"X360, PS3",2015,Sports,EA Sports,0.15,0.0,0.0,0.02,0.0,0.0,High Profile,4
14177,Banjo-Pilot,GBA,2005,Racing,THQ,0.07,0.03,0.0,0.0,6.2,0.0,High Profile,18
14179,Gallop Racer 2006,PS2,2006,Sports,Tecmo,0.02,0.02,0.06,0.01,0.0,0.0,Medium Profile,17
14180,Dora's Big Birthday Adventure,"Wii, DS, PS2",2010,Misc,2K Play,0.19,0.03,0.0,0.02,0.0,0.0,Low Profile,0
14181,Digimon Story: Lost Evolution,DS,2010,Role-Playing,Namco Bandai,0.0,0.0,0.1,0.0,0.0,0.0,Medium Profile,5
14182,Frogger: Ancient Shadow,"PS2, GC, XB",2005,Platform,Konami,0.11,0.06,0.0,0.01,0.0,0.0,High Profile,12
14186,Imagine: Soccer Captain,DS,2009,Sports,Ubisoft,0.1,0.0,0.0,0.01,0.0,0.0,High Profile,4
14188,Blades of Time,"X360, PS3",2012,Action,Konami Digital Entertainment,0.11000000000000001,0.05,0.01,0.02,0.0,0.0,Medium Profile,10
14189,Brain Quest: Grades 5 & 6,DS,2008,Misc,Electronic Arts,0.1,0.0,0.0,0.01,0.0,0.0,High Profile,9
14191,Barbie in The 12 Dancing Princesses,DS,2007,Adventure,Activision,0.09,0.01,0.0,0.01,0.0,0.0,High Profile,26
14192,Escape From Monkey Island,PS2,2001,Adventure,LucasArts,0.05,0.04,0.0,0.01,0.0,0.0,Medium Profile,11
14193,JU-ON: The Grudge,Wii,2009,Adventure,Xseed Games,0.07,0.01,0.01,0.01,4.0,0.0,Medium Profile,11
14196,Yggdra Union: We'll Never Fight Alone,"PSP, GBA",2008,Role-Playing,Atlus,0.05,0.0,0.07,0.01,0.0,0.0,Medium Profile,5
14199,Who Wants to Be a Millionaire: 3rd Edition,"Wii, DS",2010,Misc,Ubisoft,0.14,0.0,0.0,0.01,0.0,0.0,High Profile,9
14200,Boku no Natsuyasumi Portable: Mushi Mushi Hakase to Teppen-yama no Himitsu!!,PSP,2006,Adventure,Sony Computer Entertainment,0.0,0.0,0.1,0.0,0.0,0.0,High Profile,26
14201,Exit DS,DS,2008,Puzzle,Taito,0.09,0.0,0.01,0.01,0.0,0.0,Low Profile,30
14203,Tokyo Xanadu eX+,PS4,2017,Role-Playing,Aksys Games,0.05,0.0,0.05,0.01,0.0,0.0,Medium Profile,5
14204,Family Fun Football,Wii,2009,Sports,Tecmo,0.1,0.0,0.0,0.01,0.0,0.0,Medium Profile,17
14205,Macross 30: Voices across the Galaxy,PS3,2013,Action,Namco Bandai Games,0.0,0.0,0.1,0.0,0.0,0.0,Medium Profile,10
14206,Gretzky NHL,PSP,2005,Sports,Sony Computer Entertainment,0.1,0.0,0.0,0.01,6.0,0.0,High Profile,4
14207,Mobile Suit Gundam Unicorn,"PS3, PS3",2012,Action,Namco Bandai Games,0.0,0.0,0.15000000000000002,0.0,0.0,0.0,Medium Profile,10
14208,Corvette Evolution GT,DS,2008,Racing,Valcon Games,0.1,0.0,0.0,0.01,0.0,0.0,Low Profile,27
14210,Universe at War: Earth Assault,X360,2008,Strategy,Sega,0.09,0.01,0.0,0.01,0.0,0.0,High Profile,35
14212,Stardew Valley,"PS4, XOne",2017,Simulation,505 Games,0.06,0.04,0.0,0.02,8.8,0.0,Medium Profile,8
14213,Dropship: United Peace Force,PS2,2002,Simulation,BAM! Entertainment,0.05,0.04,0.0,0.01,0.0,0.0,Low Profile,33
14218,The Seven Deadly Sins: Knights of Britannia,PS4,2018,Fighting,Bandai Namco Entertainment,0.05,0.02,0.02,0.01,0.0,0.0,Low Profile,32
14219,WireWay,DS,2009,Platform,Konami,0.1,0.0,0.0,0.01,0.0,0.0,High Profile,12
14221,G1 Jockey 3,PS2,2003,Sports,KOEI,0.02,0.01,0.07,0.0,0.0,0.0,Medium Profile,17
14222,Disgaea Infinite,PSP,2010,Adventure,NIS America,0.08,0.0,0.01,0.02,6.8,0.0,Medium Profile,11
14224,Phantom Brave: The Hermuda Triangle,PSP,2011,Role-Playing,NIS America,0.06,0.0,0.03,0.01,7.2,0.0,Medium Profile,5
14225,Atsumare! Power Pro Kun no DS Koushien,DS,2006,Sports,Konami,0.0,0.0,0.1,0.0,0.0,0.0,High Profile,4
14227,Revolution X,PS,1996,Shooter,Acclaim Entertainment,0.06,0.04,0.0,0.01,0.0,0.0,Medium Profile,2
14229,Little Battlers eXperience W Super Custom,3DS,2013,Role-Playing,Level 5,0.0,0.0,0.1,0.0,0.0,0.0,Low Profile,25
14231,Brooktown High: Senior Year,PSP,2007,Simulation,Konami,0.09,0.0,0.0,0.01,0.0,0.0,High Profile,20
14232,Riviera: The Promised Land,"GBA, PSP",2005,Role-Playing,Atlus,0.14,0.03,0.02,0.01,8.7,0.0,Medium Profile,5
14233,Yu-Gi-Oh! 5D's Wheelie Breakers,Wii,2009,Racing,Konami,0.09,0.01,0.0,0.01,7.5,0.0,High Profile,18
14234,Tom Clancy's Ghost Recon: Predator,PSP,2010,Shooter,Ubisoft,0.07,0.02,0.0,0.02,0.0,0.0,High Profile,23
