,Rank,Name,Critic_Score,User_Score
3695,5132,Mobile Suit Z Gundam: AEUG vs. Titans,,
3696,5133,Juiced 2: Hot Import Nights,,
3697,5134,Sega Rally Revo,,
3698,5135,Ape Escape 2,8.0,
3699,5136,X-Man,,
3700,5137,Dead Rising 2,7.7,
3701,5138,Shin Megami Tensei: Persona 3 FES,8.7,
3702,5139,FIFA Soccer 2002,,
3703,5140,Final Fantasy VII International,,
3704,5141,Cooking Mama 4: Kitchen Magic!,,
3705,5142,NHL 2001,,
3706,5143,Transformers: Revenge of the Fallen,6.1,
3707,5144,FIFA Soccer,,
3708,5145,Tony Hawk's Project 8,7.9,
3709,5146,Cabela's Big Game Hunter (2008),,
3710,5147,NieR,6.6,
3711,5148,Buzz Lightyear of Star Command,,
3712,5149,Namco Museum,5.3,
3713,5150,Test Drive Unlimited 2,6.9,
3714,5152,Ghostbusters: The Video Game,7.7,
3715,5153,Nobunaga no Yabou: Haouden,,
3716,5154,Kinect Sports Rivals,,
3717,5155,Virtua Cop,,
3718,5156,Metal Gear Solid 2: Substance,8.7,
3719,5157,Tony Hawk's American Wasteland,,
3720,5158,WWF in Your House,,
3721,5159,Family Feud: 2010 Edition,,
3722,5160,The Princess and the Frog,,
3723,5161,Wild ARMs 3,7.6,
3724,5162,NBA ShootOut '97,,
3725,5163,Madden NFL 07,8.5,
3726,5164,LEGO The Hobbit,,
3727,5165,Battlezone,,
3728,5166,Tiger Woods PGA Tour 2004,,
3729,5167,Donkey Kong Barrel Blast,4.8,
3730,5168,Jak and Daxter: The Lost Frontier,7.5,
3731,5169,Guitar Hero: Metallica,,
3732,5170,World of Final Fantasy,6.7,
3733,5171,Tak 2: The Staff of Dreams,,
3734,5172,Warriors Orochi 3,,
3735,5173,Disney Universe,7.4,
3736,5174,Viewtiful Joe,9.4,
3737,5175,Beetle Adventure Racing!,9.2,
3738,5177,The Urbz: Sims in the City,,
3739,5178,Disney's 102 Dalmatians: Puppies to the Rescue,,
3740,5179,South Park: The Fractured But Whole,,
3741,5180,Strike Force Bowling,,
3742,5181,DJ Hero 2,8.7,
3743,5182,The Black Eyed Peas Experience,,
3744,5183,F1 2017,8.0,
3745,5184,Bolt,,
3746,5185,Halloween,,
3747,5186,Start the Party!,6.1,
3748,5187,Bass Landing,,
3749,5188,Shellshock: Nam 67,,
3750,5190,Mario's Picross,,
3751,5191,Pac-Man Player's Choice Bundle,,
3752,5192,Tousouchuu: Shijou Saikyou no Hunter-Tachi Kara Nigekire!,,
3753,5193,Prince of Persia: The Forgotten Sands,7.5,
3754,5194,NHL 15,,
3755,5195,Fighters MEGAMiX,,
3756,5196,Bahamut Lagoon,,
3757,5197,Tomb Raider III: Adventures of Lara Croft,7.3,
3758,5198,Phoenix Wright: Ace Attorney - Trials and Tribulations,7.9,
3759,5199,Battle of Giants: Dragons,,
3760,5200,Harry Potter and the Half-Blood Prince,,
3761,5201,Dragon Quest Monsters: Joker 2 Professional,,
3762,5202,NFL Quarterback Club 99,,
3763,5203,Ratchet & Clank: Into the Nexus,7.7,
3764,5204,Super Robot Taisen α Gaiden,,
3765,5205,Pac-Man Party,,
3766,5206,Wall-E,5.3,
3767,5207,Tiger Woods PGA Tour 12: The Masters,,
3768,5208,SpongeBob's Atlantis SquarePantis,,
3769,5209,NBA 2K9,8.3,
3770,5210,Dragon Ball Z: Ultimate Tenkaichi,5.0,
3771,5211,Wet,6.9,
3772,5212,Formula 1: Championship Edition,,
3773,5213,WWE SmackDown vs. Raw 2010,,
3774,5214,SingStar Singalong With Disney,,
3775,5215,Metroid Prime: Trilogy,9.0,9.6
3776,5216,NFL Fever 2003,,
3777,5217,Vanquish,8.5,
3778,5218,Samurai Warriors 2,5.6,
3779,5219,Advance Wars: Days of Ruin,8.4,
3780,5220,2 Games in 1: Sonic Battle & ChuChu Rocket!,,
3781,5221,Just Dance 2015,,
3782,5222,Robotech: Battlecry,,
3783,5223,WWE 2K15,,
3784,5224,Dora the Explorer: Super Spies,,
3785,5225,Sacred 2: Fallen Angel,7.1,
3786,5226,Dynasty Warriors 8,,
3787,5227,Skylanders SWAP Force,,
3788,5228,Texas Hold 'Em Poker,,
3789,5229,Time Crisis 3,,
3790,5230,Knowledge is Power,,
3791,5231,Ganbaru Watashi no Kakei Diary,,
3792,5232,Rayman Legends,,
3793,5233,Tony Hawk: RIDE,4.4,
3794,5234,God Eater,,
3795,5235,Small Soldiers,,
3796,5236,Half-Life 2,8.9,
3797,5237,Duke Nukem: Total Meltdown,,
3798,5238,Machinarium,8.0,
3799,5239,Cabela's Monster Buck Hunter,,
3800,5240,Major League Baseball 2K8,,
3801,5241,New Play Control! Pikmin 2,8.7,
3802,5242,Pro Evolution Soccer 2011,6.0,
3803,5243,Major League Baseball 2K9,,
3804,5244,World of Zoo,,
3805,5245,Final Fantasy IV Advance,8.6,
3806,5246,Madden NFL 2003,,
3807,5247,EA Sports UFC 2,,
3808,5248,Petz: Dogz Pack,,
3809,5249,Harry Potter and the Goblet of Fire,6.0,
3810,5250,Tomb Raider Chronicles,,
3811,5251,Dragon Ball Z: Buu's Fury,5.9,
3812,5252,Madden NFL 2002,8.6,
3813,5253,James Cameron's Avatar: The Game,3.9,
3814,5254,MySims Racing,,
3815,5255,Tony Hawk: RIDE,4.5,
3816,5256,Spider-Man: Mysterio's Menace,,
3817,5257,Madden NFL 2000,,
3818,5258,Game & Watch Gallery 4,6.4,
3819,5259,New Carnival Games,,
3820,5260,Wipeout: The Game,,
3821,5261,Dragon Age: Inquisition,,
3822,5262,Tales of Rebirth,,
3823,5263,Tony Hawk's Underground,,
3824,5264,Monster Trucks,,
3825,5265,Doom 3 BFG Edition,,
3826,5266,Wave Race: Blue Storm,8.4,
3827,5267,Ben 10: Alien Force,5.2,
3828,5268,Backyard Wrestling: Don't Try This at Home,6.0,
3829,5270,Fight Night Round 2,,
3830,5271,MonHun Nikki: Poka Poka Ailu Mura,,
3831,5272,NBA 2K8,,
3832,5273,NBA 2K7,8.4,
3833,5275,Suikoden,8.2,8.0
3834,5276,L.A. Noire,,
3835,5277,Fighters Uncaged,3.2,
3836,5278,Secret Agent Clank,7.0,
3837,5279,Rayman Arena,6.7,
3838,5280,Wolfenstein: The Old Blood,,
3839,5281,Call of Juarez: Bound in Blood,7.6,
3840,5282,Jaws Unleashed,,
3841,5283,Puyo Puyo Sun,,
3842,5284,Half-Life,8.4,
3843,5285,The Golden Compass,,
3844,5286,The Golden Compass,,
3845,5288,Split/Second,8.4,
3846,5289,Active Life: Extreme Challenge,,
3847,5292,Baldur's Gate: Tales of the Sword Coast,8.1,
3848,5297,International Superstar Soccer '98,,
3849,5298,International Superstar Soccer 64,,
3850,5300,Just Dance Wii,,
3851,5302,Mickey's Speedway USA,,
3852,5305,Ni no Kuni: Dominion of the Dark Djinn,,
3853,5306,Oddworld: Stranger's Wrath,,
3854,5309,Phantasy Star Portable 2,7.4,
3855,5312,Runaway: A Road Adventure,,
3856,5314,Shin Megami Tensei IV,8.3,
3857,5315,Shogun 2: Total War,9.0,
3858,5318,TOCA Championship Racing,,
3859,5321,NHL 17,,
3860,5322,NASCAR Heat 2002,,
3861,5323,Littlest Pet Shop: Garden,,
3862,5324,Transformers: The Game,5.2,
3863,5325,From TV Animation One Piece: Grand Battle 2,,
3864,5326,BeatMania Append 3rdMix,,
3865,5327,Disney TH!NK Fast: The Ultimate Trivia Showdown,,
3866,5329,New Play Control! Donkey Kong Jungle Beat,,
3867,5330,Xena: Warrior Princess,,
3868,5331,Just Dance 2016,,
3869,5332,SimCity DS,,
3870,5333,Lucius,,
3871,5334,Gravity Rush,,
3872,5335,Major League Baseball 2K7,,
3873,5337,Dai-2-Ji Super Robot Taisen α,,
3874,5338,PGR3 - Project Gotham Racing 3,8.8,
3875,5339,Littlest Pet Shop: Jungle,,
3876,5341,NHL 11,8.8,
3877,5342,Hot Wheels: Stunt Track Challenge,,
3878,5343,Monopoly,,
3879,5344,Disney Sing It! High School Musical 3: Senior Year,,
3880,5345,CyberTiger,,
3881,5346,Jampack Fall 2001,,
3882,5347,MLB 11: The Show,8.9,
3883,5348,Medal of Honor: Frontline,8.0,
3884,5350,NFL Blitz 2001,,
3885,5351,LEGO Indiana Jones 2: The Adventure Continues,5.2,
3886,5352,Jikkyou Powerful Pro Yakyuu '98 Kaimakuban,,
3887,5353,Waialae Country Club: True Golf Classics,,
3888,5354,Rock Band 2,7.9,
3889,5355,Transformers: War for Cybertron,7.3,
3890,5356,Dead Space,8.8,
3891,5357,BurgerTime,,
3892,5358,Metal Gear Solid V: Ground Zeroes,8.5,
3893,5360,Kane & Lynch 2: Dog Days,6.3,
3894,5361,2002 FIFA World Cup,7.9,
3895,5362,MVP Baseball 2004,,
3896,5363,Crash Bandicoot: The Wrath of Cortex,6.0,
3897,5364,Skylanders: SuperChargers,8.0,
3898,5365,Smurf: Rescue In Gargamel's Castle,,
3899,5366,Beijing 2008,,
3900,5367,Pokémon Trozei!,,
3901,5368,Titanfall,,
3902,5369,Farming Simulator 2013,,
3903,5370,Assassin's Creed: Brotherhood,8.7,
3904,5372,Extreme-G,,
3905,5375,Ready 2 Rumble Boxing,7.8,
3906,5376,Yakuza 5,,
3907,5377,Spelling Challenges and more!,,
3908,5379,Killzone 2: DLC Bundle Pack,,
3909,5380,Dead or Alive Xtreme Beach Volleyball,6.6,
3910,5381,Call of Duty: Black Ops,7.0,
3911,5382,Disney Sing It: Family Hits,,
3912,5383,XCOM: Enemy Unknown,9.1,
3913,5384,WarioWare D.I.Y.,8.3,
3914,5385,Silent Hill: Shattered Memories,8.0,
3915,5386,The Fight: Lights Out,4.7,
3916,5387,Madden NFL 06,7.7,
3917,5388,Asphalt: Urban GT,5.0,
3918,5389,Blur,8.3,
3919,5390,Barbie: Race & Ride,,
3920,5391,Hot Shots Golf: World Invitational,,
3921,5392,Hidden Agenda,,
3922,5393,Mega Man Anniversary Collection,,
3923,5394,SoulCalibur V,,
3924,5395,Remember Me,,
3925,5396,Jeopardy!,,
3926,5397,Rayman Origins,,
3927,5398,Pro Evolution Soccer 2015,,
3928,5399,Alice: Madness Returns,6.7,
3929,5400,Harvest Moon: Friends of Mineral Town,7.6,
3930,5401,Backyard NBA Basketball,,
3931,5402,Iron Man,,
3932,5403,Naruto: The Broken Bond,7.6,
3933,5404,Final Fantasy Explorers,7.3,
3934,5405,Kirby's Dream Course,,
3935,5406,Mega Man X7,,
3936,5407,Skylanders: Spyro's Adventure,,
3937,5408,Call of Duty: Modern Warfare Remastered,7.9,
3938,5409,SpongeBob SquarePants Featuring Nicktoons: Globs of Doom,,
3939,5410,Kinect Rush: A Disney Pixar Adventure,,
3940,5411,Dragon Quest Builders: Revive Alefgard,,
3941,5412,Game Party in Motion,,
3942,5413,Tokimeki Memorial: Forever with You,,
3943,5414,LEGO Worlds,5.0,
3944,5415,Diablo,8.3,
3945,5416,GRID: Autosport,,
3946,5417,TMNT,,
3947,5418,Q*bert,,
3948,5419,Farming Simulator 19,,
3949,5420,Lost: Via Domus,,
3950,5421,Top Spin 3,,
3951,5422,Sonic & Sega All-Stars Racing Transformed,,
3952,5423,Sly Cooper: Thieves in Time,,
3953,5424,Middle-Earth: Shadow of Mordor,,
3954,5425,The Lord of the Rings: The Third Age,,
3955,5426,NCAA Football 09,,
3956,5427,NHL 12,8.6,
3957,5428,Phineas and Ferb: Across the 2nd Dimension,,
3958,5429,Cabela's Dangerous Hunts 2011,,
3959,5431,LEGO The Lord of the Rings,,
3960,5432,Guitar Hero: Smash Hits,7.5,
3961,5435,Payday 2,,
3962,5437,Sammy Sosa High Heat Baseball 2001,,
3963,5438,Pro Evolution Soccer 2012,,
3964,5439,Terminator 3: Rise of the Machines,,
3965,5440,Deus Ex: Human Revolution,8.7,
3966,5441,DEFIANCE,,
3967,5442,FIFA Soccer 10,,
3968,5443,Tom Clancy's HAWX,6.9,
3969,5445,FIFA: Road to World Cup 98,,
3970,5447,International Superstar Soccer '98,9.1,
3971,5448,Meccha! Taiko no Tatsujin Master DS: 7-tsu no Shima no Daibouken,,
3972,5449,The Last Remnant,6.5,8.0
3973,5450,World Cup 98,,
3974,5451,Final Fantasy: The 4 Heroes of Light,7.2,
3975,5452,Go Diego Go! Great Dinosaur Rescue,,
3976,5453,NASCAR: Dirt to Daytona,,
3977,5454,Kirby and the Rainbow Curse,8.2,
3978,5455,Unreal Tournament,,
3979,5456,Digimon World 2,,
3980,5457,F1 2013,7.7,
3981,5458,Prince of Persia: The Two Thrones,,
3982,5460,Gex: Enter The Gecko,,
3983,5461,Shrek 2: Beg for Mercy,,
3984,5462,Contra: Shattered Soldier,7.3,
3985,5463,Championship Motocross featuring Ricky Carmichael,7.5,
3986,5464,Dragon Ball Z: Chou Saiya Densetsu,,
3987,5466,Skate it,6.6,
3988,5467,Disney Magic World 2,7.5,
3989,5468,My Secret World by Imagine,,
3990,5470,Tenchu 2: Birth of the Stealth Assassins,8.5,
3991,5472,Tony Hawk's Pro Skater 4,9.2,
3992,5473,Disgaea 4: A Promise Unforgotten,7.9,
3993,5474,Doom 3 BFG Edition,6.8,
3994,5475,NHL 06,,
3995,5476,Transformers: The Game,,
3996,5477,NFL Blitz 2000,,
3997,5478,Madden NFL 2002,,
3998,5479,NCAA Football 10,8.0,
3999,5480,Rapala: We Fish,,
4000,5481,Theme Park,,
4001,5482,The Lego Ninjago Movie Videogame,,
4002,5483,Far Cry Instincts,,
4003,5484,ATV Offroad Fury: Blazin' Trails,5.9,
4004,5485,Hasbro Family Game Night,,
4005,5486,Yokai Sangokushi,,
4006,5487,Tony Hawk's Pro Skater 4,,
4007,5488,Tomb Raider: Anniversary,7.7,
4008,5489,BlazBlue: Calamity Trigger,8.5,
4009,5490,Resident Evil: Revelations 2,,
4010,5491,LEGO Marvel Super Heroes 2,,
4011,5492,Blacksite: Area 51,6.3,
4012,5493,Ultra Street Fighter II: The Final Challengers,7.0,
4013,5494,Petz Dogz 2,,
4014,5495,StarCraft II: Legacy of the Void,8.8,
4015,5496,Rock Band 3,9.2,
4016,5497,Lego Marvel Super Heroes: Universe in Peril,,
4017,5498,Mobile Suit Gundam: Giren no Yabou- Zeon no Keifu,,
4018,5499,Spyro Orange: The Cortex Conspiracy,,
4019,5500,Harvest Moon: The Tale of Two Towns,6.3,
4020,5501,Beyond The Beyond,4.8,
4021,5502,Ben 10: Alien Force,,
4022,5503,Mega Man Star Force 2: Zerker x Ninja / Saurian,,
4023,5504,Madden NFL 06,8.7,
4024,5505,London 2012: The Official Video Game of the Olympic Games,5.5,
4025,5506,NHL 10,9.1,
4026,5507,Harvest Moon: Sunshine Islands,9.0,
4027,5508,Iron Man,,
4028,5509,Rock Band 4,,
4029,5510,Zumba Fitness,,
4030,5512,Football Manager 2005,,
4031,5514,Midtown Madness 3,,
4032,5515,Mobile Suit Gundam: Extreme Vs,,
4033,5516,Nazo no Murasame-Jou (FDS),,
4034,5517,NBA Hangtime,,
4035,5518,Sword Art Online: Hollow Fragment,,
4036,5519,Taiko no Tatsujin Wii,,
4037,5520,Disney Universe,6.7,
4038,5521,Blood Wake,,
4039,5522,Dynasty Warriors 5: Xtreme Legends,,
4040,5525,SpongeBob SquarePants Featuring Nicktoons: Globs of Doom,,
4041,5526,WWE 2K17,,
4042,5527,Jampack Summer 2002,,
4043,5528,Trivial Pursuit,7.3,
4044,5529,FIFA World Cup Germany 2006,7.9,
4045,5530,Wreckless: ThE YaKuza MisSiOns,,
4046,5532,Starlink: Battle for Atlas,7.5,6.0
4047,5533,Super Bomberman,,
4048,5534,Top Spin 3,7.8,
4049,5535,SpongeBob SquarePants: Battle for Bikini Bottom,6.7,
4050,5536,Up,,
4051,5537,Spider-Man 3,6.0,
4052,5538,Tony Hawk: Shred,,
4053,5539,FIFA 15,,
4054,5540,SD Gundam G Generation Neo,,
4055,5541,Resident Evil Outbreak File #2,5.8,
4056,5542,NHL 14,,
4057,5543,The Sims 3: World Adventures,8.2,
4058,5544,Bob the Builder: Can We Fix It?,,
4059,5545,XIII,,
4060,5546,Bratz 4 Real,,
4061,5547,LEGO Jurassic World,,
4062,5548,NHL 18,,
4063,5550,The Legend of Spyro: Dawn of the Dragon,,
4064,5551,Mega Man Legacy Collection,,
4065,5552,Breath of Fire IV,8.4,
4066,5553,True Crime: Streets of LA,8.1,
4067,5554,Everybody's Golf,8.1,
4068,5555,Petz Wild Animals: Tigerz,,
4069,5556,The Amazing Spider-Man 2 (2014),,
4070,5557,Odin Sphere,8.0,
4071,5558,Final Fantasy IV: The Complete Collection,8.0,
4072,5559,The Incredible Hulk,6.0,
4073,5561,Ms. Pac-Man Maze Madness,,
4074,5563,Soul Sacrifice,,
4075,5564,Jillian Michaels Fitness Ultimatum 2010,,
4076,5565,Arena Football,,
4077,5566,The Lord of the Rings: The Return of the King,7.4,
4078,5567,NHL Hitz 20-02,,
4079,5568,Classic NES Series: Dr. Mario,,
4080,5569,The Sims: Bustin' Out,,
4081,5570,"Warhammer 40,000: Space Marine",7.3,
4082,5571,NCAA March Madness 07,,
4083,5572,LEGO Rock Band,7.3,
4084,5573,"Monsters, Inc. Scream Team",,
4085,5574,Harry Potter Collection,,
4086,5575,Tony Hawk's Project 8,6.3,
4087,5576,Yu-Gi-Oh! World Championship Tournament 2004,,
4088,5577,Cabela's Big Game Hunter 2005 Adventures,,
4089,5578,Top Spin 3,8.1,
4090,5579,Knockout Kings 2001,,
4091,5580,Disney Infinity 3.0,,
4092,5581,Army Men: Sarge's Heroes,,
4093,5582,Tom Clancy's HAWX,7.5,8.4
4094,5583,Petz Dogz 2,,
4095,5584,Battlefield 2: Modern Combat,7.5,
4096,5585,Xenoblade Chronicles,8.6,
4097,5586,All-Star Baseball 2002,,
4098,5587,Tetris Party Deluxe,7.3,
4099,5588,Metroid: Samus Returns,9.1,
4100,5589,WWE 2K16,,
4101,5590,Backyard NFL Football,,
4102,5591,Bolt,,
4103,5592,Need for Speed: Most Wanted,8.4,
4104,5593,NASCAR Rumble,,
4105,5594,Darksiders II,7.8,
4106,5595,WWE Raw 2,,
4107,5596,Mega Man X2,,
4108,5597,Resident Evil 2,9.0,
4109,5598,Yakuza 4,7.7,
4110,5599,Manhunt 2,,
4111,5600,Fullmetal Alchemist and the Broken Angel,,
4112,5601,Assassin's Creed: Unity,,
4113,5602,Wolfenstein,7.3,
4114,5603,Dogz,,
4115,5604,Hamtaro: Ham-Hams Unite!,,
4116,5605,Batman Begins,,
4117,5606,DOOM VFR,,8.0
4118,5607,Dr. Seuss' The Cat in the Hat,,
4119,5608,Tony Hawk's Proving Ground,7.2,
4120,5609,Just Cause 4,,
4121,5610,Barbie Groovy Games,3.0,
4122,5612,Archer Maclean's Mercury,7.7,
4123,5613,Yu-Gi-Oh! Reshef of Destruction,,
4124,5614,Blinx: The Time Sweeper,6.8,
4125,5615,ESPN NFL Football,,
4126,5616,Fatal Fury Special,,
4127,5617,Major League Baseball 2K5,,
4128,5618,DS Bimoji Training,,
4129,5619,Enslaved: Odyssey to the West,7.9,
4130,5620,Dora The Explorer: Dora Saves the Snow Princess,,
4131,5621,No More Heroes,8.2,8.3
4132,5622,Soldier of Fortune: Gold Edition,,
4133,5623,Sonic Forces,,
4134,5625,Kingdom Come: Deliverance,,
4135,5626,MX 2002 Featuring Ricky Carmichael,8.0,
4136,5627,Frontlines: Fuel of War,,
4137,5628,NCAA Football 07,8.8,
4138,5629,Lunar: Silver Star Story Complete,7.6,10.0
4139,5630,NBA Showtime: NBA on NBC,,
4140,5632,Soul Reaver 2,,
4141,5633,Lords of the Fallen,,
4142,5634,Metal Gear Solid 3: Subsistence,9.4,
4143,5635,The Godfather (old US sales),,
4144,5636,Daytona USA,,
4145,5637,WWF Raw (2002),6.5,
4146,5638,Layton's Mystery Journey: Katrielle and the Millionaire's Conspiracy,,
4147,5639,Shin Super Robot Taisen,,
4148,5640,Disney Infinity 2.0: Marvel Super Heroes,,
4149,5641,Catz,,
4150,5642,Ratchet & Clank: Quest for Booty,7.6,
4151,5643,Jump Super Stars,,
4152,5644,Inazuma Eleven GO: Dark / Shine,,
4153,5645,Poochy & Yoshi's Woolly World,7.5,
4154,5646,MX vs. ATV: Alive,6.9,
4155,5647,The Activision Decathlon,,
4156,5648,Simple 1500 Series Vol. 73: The Invaders ~Space Invaders 1500~,,
4157,5649,Fighting Force 2,,
4158,5650,Sakura Wars,,
4159,5651,Extermination,,
4160,5652,Batman: Vengeance,7.1,
4161,5653,Disgaea 3: Absence of Justice,7.8,
4162,5654,Rapala Tournament Fishing!,,
4163,5655,Sniper Elite 4,,
4164,5656,Secret Agent Clank(US sales),7.2,
4165,5657,Madagascar: Escape 2 Africa,,
4166,5658,Derby Stallion 04,,
4167,5659,NBA 2K8,,
4168,5660,Purr Pals,,
4169,5661,Skylanders: SuperChargers,,
4170,5662,Tony Hawk's Pro Skater 3,,
4171,5663,Mega Man Zero,,
4172,5665,Contender 2,,
4173,5666,Star Wars: Dark Forces,,
4174,5667,Grease,,
4175,5670,JoJo's Bizarre Adventure: All Star Battle,,
4176,5671,Lumines: Puzzle Fusion,9.1,
4177,5672,Medieval II: Total War,8.8,
4178,5676,Yakuza: Dead Souls,7.0,
4179,5677,Tiger Woods PGA Tour 13,,
4180,5678,Legends of WrestleMania,,
4181,5679,SD Gundam G Generation Zero,,
4182,5680,Wolfenstein II: The New Colossus,,
4183,5681,Kingdom Hearts: Final Mix,,
4184,5683,Super Robot Taisen F,,
4185,5684,Spec Ops: The Line,,
4186,5685,Shrek 2,6.7,
4187,5686,Soccer Tsuku 2002: J-League Pro Soccer Club o Tsukurou!,,
4188,5687,Monster Jam: Path of Destruction,,
4189,5688,SpongeBob SquarePants: SuperSponge,,
4190,5689,Super Robot Taisen F Kanketsuhen,,
4191,5690,ZhuZhu Pets 2: Featuring The Wild Bunch,,
4192,5692,Rory McIlroy PGA Tour,,
4193,5693,Donkey Kong Jungle Climber,7.8,
4194,5694,Tak and the Power of Juju,,
4195,5695,Lips: Number One Hits,,
4196,5697,Mortal Kombat 3,,
4197,5698,Petz Catz Clan,5.0,
4198,5699,Turok: Evolution,,
4199,5700,Jak X: Combat Racing,,
4200,5702,Project CARS 2,8.5,
4201,5703,Viva Pinata: Pocket Paradise,8.1,
4202,5704,American Idol,,
4203,5705,Top Gun: Fire at Will!,,
4204,5706,Barbie Horse Adventures: Riding Camp,,
4205,5707,Disney Infinity 3.0,,
4206,5708,Red Dead Revolver,,
4207,5709,CrossworDS,,
4208,5711,ModNation Racers,7.7,
4209,5712,Dynasty Warriors: Gundam 3,6.5,
4210,5713,Iron Man,,
4211,5714,SingStar Summer Party,,
4212,5715,NHL 14,,
4213,5716,The SpongeBob SquarePants Movie,6.8,
4214,5717,FIFA 07 Soccer,8.1,
4215,5718,Gekikuukan Pro Yakyuu: At the End of the Century 1999,,
4216,5719,Are You Smarter than a 5th Grader? Make the Grade,,
4217,5720,Tiger Woods PGA Tour 08,,
4218,5721,Medarot 2: Kabuto / Kuwagata Version,,
4219,5722,Bulletstorm,8.4,
4220,5723,Dance Dance Revolution Ultramix,,
4221,5724,F.E.A.R.,,
4222,5725,Crash Tag Team Racing,,
4223,5726,Enslaved: Odyssey to the West,8.0,
4224,5727,The Fairly Odd Parents: Breakin' Da Rules,,
4225,5728,Tiger Woods PGA Tour 11,8.3,
4226,5729,NBA Live 10,7.9,
4227,5730,Mega Man Battle Network 2,,
4228,5731,Hotel Dusk: Room 215,8.0,6.9
4229,5733,Just Dance 2015,8.1,
4230,5734,Assassin's Creed II,8.5,
4231,5735,FIFA 18,,
4232,5736,SRS: Street Racing Syndicate,,
4233,5737,System 3 presents Ferrari Challenge Trofeo Pirelli,,
4234,5738,Phineas and Ferb: Across the 2nd Dimension,,
4235,5739,Let's Draw!,,
4236,5740,Dragon Ball Z: Ultimate Tenkaichi,6.0,
4237,5741,Def Jam: Fight for NY,,
4238,5742,Action Force,,
4239,5743,Valkyria Chronicles II,8.1,
4240,5745,FIFA 99,,
4241,5746,Gauntlet Legends,6.0,
4242,5747,Kidou Senshi Gundam: Extreme VS,,
4243,5748,Bust A Groove,7.7,
4244,5749,Fire Emblem: Path of Radiance,8.6,
4245,5750,Pachi-Slot Aruze Oukoku 2,,
4246,5751,Monster High: Ghoul Spirit,,
4247,5752,METRO 2033,7.4,
4248,5753,Mario Tennis Ultra Smash,6.1,
4249,5754,Petz Nursery,,
4250,5755,Tactics Ogre: Let Us Cling Together,9.0,
4251,5756,Tales of Symphonia Chronicles,,
4252,5757,Two Worlds II,6.5,
4253,5758,Bratz: Rock Angelz,,
4254,5761,50 Classic Games,,
4255,5762,SSX Tricky,8.4,
4256,5763,The Walking Dead: Survival Instinct,,
4257,5764,Greg Hastings' Tournament Paintball,,
4258,5765,Harry Potter and the Deathly Hallows - Part 1,,
4259,5766,Summer Sports: Paradise Island,,
4260,5767,Sacred 2: Fallen Angel,7.0,
4261,5768,World Soccer Winning Eleven 7 International (JP version),,
4262,5769,ESPN NBA Basketball,,
4263,5770,The Sims 3: Pets,7.5,
4264,5771,Saints Row: Gat out of Hell,,
4265,5772,Time Crisis: Razing Storm,5.8,
4266,5773,Over the Hedge,6.5,
4267,5774,Mat Hoffman's Pro BMX,,
4268,5775,Popeye,,
4269,5776,Tatsunoko vs. Capcom: Ultimate All-Stars,8.3,
4270,5777,Dragon Ball: Fusions,6.3,
4271,5778,The Hobbit,,
4272,5779,Manhunt 2,5.8,
4273,5780,War of the Monsters,,
4274,5781,NBA Street Vol. 2,8.8,
4275,5782,The Incredible Hulk: Ultimate Destruction,,
4276,5783,LEGO The Incredibles,6.5,
4277,5784,Dragon Age: Inquisition,,
4278,5785,"Sakura Taisen 2 - Kimi, Shinitamou Koto Nakare",,
4279,5786,Rune Factory: A Fantasy Harvest Moon,8.1,
4280,5787,Time Crisis II,,
4281,5788,Clock Tower,6.1,
4282,5789,Disney Infinity 3.0,,
4283,5791,NCAA March Madness 06,,
4284,5792,Jampack Volume 11,,
4285,5793,G-Force,7.0,
4286,5794,Legacy of Kain: Defiance,,
4287,5795,SpongeBob SquarePants: Game Boy Advance Video Volume 2,,
4288,5796,Hello Kitty: Big City Dreams,,
4289,5797,007 Racing,6.1,
4290,5798,NCAA March Madness 2005,,
4291,5799,Unit 13,,
4292,5800,Conflict: Vietnam,,
4293,5801,2 in 1 Combo Pack: Sonic Heroes / Super Monkey Ball Deluxe,,
4294,5802,Phoenix Wright: Ace Attorney - Justice for All,7.6,
4295,5803,MLB SlugFest 20-04,,
