Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Critic_Score,User_Score
654,Minecraft,PS3,2014.0,Misc,Sony Computer Entertainment America  ,2.21,2.86,,0.99,,
664,Just Dance,Wii,2009.0,Misc,Ubisoft  ,3.48,2.99,,0.73,5.4,
667,Metal Gear Solid 4: Guns of the Patriots,PS3,2008.0,Action-Adventure,Konami  ,2.63,1.72,0.83,0.81,9.3,9.8
672,Project Gotham Racing,XB,2001.0,Racing,Microsoft  ,1.37,0.61,0.05,0.09,8.4,
673,Sonic the Hedgehog 2,GEN,1992.0,Platform,Sega  ,4.47,1.2,0.16,0.19,,
675,StarCraft II: Wings of Liberty,PC,2010.0,Strategy,Blizzard Entertainment  ,2.6,1.7,,0.56,9.3,
676,Tekken 5,PS2,2005.0,Fighting,Namco  ,0.93,1.94,0.31,0.7,9.0,
678,Euro Truck Simulator 2,PC,2013.0,Simulation,SCS Software  ,,0.13,,0.01,8.5,
681,Mario Kart: Super Circuit,GBA,2001.0,Racing,Nintendo  ,2.62,1.64,0.99,0.23,9.3,
682,Super Mario Sunshine,GC,2002.0,Platform,Nintendo  ,4.01,1.26,0.87,0.17,9.2,
684,Super Mario 3D World,WiiU,2013.0,Platform,Nintendo  ,2.31,1.54,0.79,0.37,9.5,
688,New Super Mario Bros. U,WiiU,2012.0,Platform,Nintendo  ,2.3,1.63,1.32,0.38,8.4,
692,Link's Crossbow Training,Wii,2007.0,Shooter,Nintendo  ,3.05,1.17,0.29,0.46,6.9,
693,Red Dead Redemption 2,XOne,2018.0,Action-Adventure,Rockstar Games  ,3.76,1.47,,0.54,,
694,Destiny,PS4,2014.0,Shooter,Activision  ,2.53,2.13,0.16,0.94,,
696,Tekken 2,PS,1996.0,Fighting,Namco  ,2.26,1.89,1.36,0.23,9.1,
698,Crash Bandicoot 3: Warped,PS,1998.0,Platform,Sony Computer Entertainment  ,3.68,1.75,1.42,0.28,9.3,
701,Super Mario World: Super Mario Advance 2,GBA,2002.0,Platform,Nintendo  ,3.21,1.11,0.95,0.2,9.4,
703,LEGO Star Wars: The Complete Saga,Wii,2007.0,Action,LucasArts  ,3.57,1.57,,0.52,8.0,
704,Cooking Mama,DS,2006.0,Simulation,Majesco  ,3.09,1.92,0.07,0.58,6.6,
705,Metal Gear Solid 2: Sons of Liberty,PS2,2001.0,Action-Adventure,Konami  ,2.45,2.01,0.87,0.72,9.5,7.0
706,God of War III Remastered,PS4,2015.0,Action,Sony Computer Entertainment  ,0.4,0.33,0.02,0.15,,
707,Tetris,NES,1989.0,Puzzle,Nintendo  ,2.97,0.69,1.81,0.11,,
708,Super Mario Advance,GBA,2001.0,Platform,Nintendo  ,3.14,1.24,0.91,0.2,8.2,
709,Assassin's Creed II,PS3,2009.0,Action,Ubisoft  ,2.54,1.95,0.21,0.86,9.0,
710,Super Smash Bros.,N64,1999.0,Fighting,Nintendo  ,2.95,0.6,1.97,0.04,8.4,
712,Assassin's Creed,X360,2007.0,Action,Ubisoft  ,3.28,1.64,0.07,0.56,8.2,8.0
713,LittleBigPlanet 3,PS4,2014.0,Platform,Sony Computer Entertainment  ,0.78,0.93,0.01,0.34,,
714,Batman: Arkham City,PS3,2011.0,Action,Warner Bros. Interactive  ,2.72,1.89,0.11,0.82,9.6,
715,Metal Gear Solid,PS,1998.0,Action-Adventure,Konami  ,3.18,1.83,0.78,0.24,9.3,
716,Forza Motorsport 3,X360,2009.0,Racing,Microsoft Game Studios  ,2.99,1.9,0.1,0.51,9.2,9.8
717,Arma III,PC,2013.0,Shooter,Bohemia Interactive  ,,0.1,,0.01,,
718,Detroit: Become Human,PS4,2018.0,Adventure,Sony Interactive Entertainment  ,0.55,0.67,0.12,0.24,8.0,
719,Dragon Quest IX: Sentinels of the Starry Skies,DS,2010.0,Role-Playing,Nintendo  ,0.63,0.67,4.35,0.15,8.6,
720,Final Fantasy IX,PS,2000.0,Role-Playing,Square  ,1.62,0.77,2.78,0.14,9.2,
721,Final Fantasy X-2,PS2,2003.0,Role-Playing,Square Enix  ,1.92,1.08,2.11,0.17,8.3,
724,Tomb Raider (2013),PC,2013.0,Action,Square Enix  ,0.06,0.26,,0.02,8.8,
726,Pokémon Stadium,N64,2000.0,Strategy,Nintendo  ,3.18,1.24,0.94,0.09,7.5,
730,Minecraft,XOne,2014.0,Misc,Microsoft Studios  ,3.23,1.71,,0.49,,
731,Call of Duty: World at War,PS3,2008.0,Shooter,Activision  ,2.75,1.84,,0.84,8.4,
732,Super Mario Advance 4: Super Mario Bros. 3,GBA,2003.0,Platform,Nintendo  ,2.93,1.25,0.83,0.2,9.2,
733,Crash Bandicoot: The Wrath of Cortex,PS2,2001.0,Platform,Universal Interactive  ,2.07,2.29,0.24,0.82,6.9,
734,Super Smash Bros. for Wii U,WiiU,2014.0,Fighting,Nintendo  ,2.68,1.15,0.85,0.39,9.2,
736,Final Fantasy XIII,PS3,2010.0,Role-Playing,Square Enix  ,1.75,1.23,1.87,0.51,8.0,9.2
737,Gran Turismo 5 Prologue,PS3,2008.0,Racing,Sony Computer Entertainment  ,1.28,1.83,0.57,0.52,8.3,
738,Dr. Mario,GB,1990.0,Puzzle,Nintendo  ,2.18,0.96,2.0,0.2,,
739,Uncharted: The Lost Legacy,PS4,2017.0,Action,Sony Interactive Entertainment  ,0.58,1.38,0.04,0.36,,
740,Assassin's Creed III,X360,2012.0,Action-Adventure,Ubisoft  ,3.13,1.71,0.03,0.45,,
741,Pokémon Pinball,GBC,1999.0,Misc,Nintendo  ,3.02,1.12,1.01,0.16,8.7,
742,inFAMOUS: Second Son,PS4,2014.0,Action-Adventure,Sony Computer Entertainment  ,1.35,1.09,0.07,0.5,,
743,Assassin's Creed II,X360,2009.0,Action,Ubisoft  ,3.14,1.55,0.08,0.52,9.1,
747,Donkey Kong 64,N64,1999.0,Platform,Nintendo  ,3.33,0.79,1.09,0.06,9.3,
750,Tomb Raider II,PS,1997.0,Adventure,Eidos Interactive  ,2.3,2.46,0.2,0.28,7.6,
751,Madden NFL 2004,PS2,2003.0,Sports,EA Sports  ,4.26,0.26,0.01,0.71,9.5,
754,Call of Duty: Advanced Warfare,XOne,2014.0,Shooter,Activision  ,3.25,1.49,0.01,0.48,8.3,
755,Fallout: New Vegas,PC,2010.0,Role-Playing,Bethesda Softworks  ,0.59,0.45,,0.13,8.3,
756,Gran Turismo 6,PS3,2013.0,Racing,Sony Computer Entertainment America  ,0.77,1.87,0.41,0.49,8.6,
757,Nintendo Land,WiiU,2012.0,Party,Nintendo  ,2.52,1.23,0.51,0.38,7.5,
758,Kingdom Hearts II,PS2,2006.0,Role-Playing,Square Enix  ,2.2,0.58,1.38,0.17,8.3,
759,Super Mario Land 3: Wario Land,GB,1994.0,Platform,Nintendo  ,2.49,0.98,1.57,0.15,7.9,
760,Donkey Kong Country 2: Diddy's Kong Quest,SNES,1995.0,Platform,Nintendo  ,2.1,0.74,2.2,0.11,9.3,
762,Medal of Honor: Rising Sun,PS2,2003.0,Shooter,Electronic Arts  ,1.98,2.23,0.13,0.8,5.9,
763,Battlefield 1,XOne,2016.0,Shooter,Electronic Arts  ,3.37,1.26,0.02,0.48,9.3,
764,Kirby's Dream Land,GB,1992.0,Platform,Nintendo  ,2.71,0.61,1.7,0.11,,
766,Microsoft Flight Simulator,PC,1996.0,Simulation,Microsoft  ,3.22,1.69,,0.2,7.0,
767,Guitar Hero II,PS2,2006.0,Misc,RedOctane  ,3.81,0.63,,0.68,9.2,
768,FIFA 13,X360,2012.0,Sports,EA Sports  ,1.1,3.49,0.03,0.5,,
769,Resident Evil 5,PS3,2009.0,Action,Capcom  ,1.96,1.42,1.08,0.64,8.6,8.8
770,Fable III,X360,2010.0,Role-Playing,Microsoft Game Studios  ,3.59,1.09,0.05,0.37,7.8,
773,Mario & Sonic at the Olympic Games,DS,2008.0,Sports,Sega  ,1.63,2.46,0.44,0.57,7.0,
776,Grand Theft Auto: Vice City Stories,PSP,2006.0,Action,Rockstar Games  ,1.7,2.03,0.16,1.19,8.4,
777,FIFA Soccer 11,PS3,2010.0,Sports,EA Sports  ,0.61,3.28,0.06,1.12,8.7,
778,Super Mario Bros. Deluxe,GB,1999.0,Platform,Nintendo  ,3.4,1.3,0.15,0.22,9.7,
779,Final Fantasy XV,PS4,2016.0,Role-Playing,Square Enix  ,1.81,1.53,1.05,0.68,8.1,9.0
781,Fallout 4,XOne,2015.0,Role-Playing,Bethesda Softworks  ,2.94,1.62,0.02,0.45,8.4,
782,Tony Hawk's Pro Skater,PS,1999.0,Sports,Activision  ,3.42,1.38,0.02,0.2,9.6,
783,Warzone 2100,PS,1999.0,Strategy,Eidos Interactive  ,2.79,1.89,,0.33,,
789,Cities: Skylines,PC,2015.0,Simulation,Paradox Interactive   ,,0.16,,0.01,,
803,Gears of War,X360,2006.0,Shooter,Microsoft Game Studios  ,3.54,1.88,0.07,0.6,9.4,9.4
804,Gears of War 2,X360,2008.0,Shooter,Microsoft Game Studios  ,4.15,1.91,0.06,0.64,9.4,9.5
807,Halo 5: Guardians,XOne,2015.0,Shooter,Microsoft Studios  ,2.94,1.49,0.03,0.45,8.6,
808,Halo: Combat Evolved,XB,2001.0,Shooter,Microsoft  ,4.98,1.3,0.08,0.07,9.5,
822,SimCity 3000,PC,1998.0,Simulation,Electronic Arts  ,,0.0,,0.0,8.5,
832,Guitar Hero III: Legends of Rock,PS2,2007.0,Misc,RedOctane  ,3.49,0.01,0.01,1.48,8.2,
833,Uncharted: Drake's Fortune,PS3,2007.0,Action,Sony Computer Entertainment  ,2.32,1.73,0.12,0.8,8.7,8.6
834,Driveclub,PS4,2014.0,Racing,Sony Computer Entertainment  ,0.37,1.63,0.02,0.36,7.2,
836,Resident Evil 2,PS,1998.0,Action,Capcom  ,1.88,1.47,2.02,0.45,9.3,
837,Fallout 3,X360,2008.0,Role-Playing,Bethesda Softworks  ,3.41,0.99,0.09,0.46,9.0,8.6
839,Splatoon,WiiU,2015.0,Shooter,Nintendo  ,1.58,1.3,1.56,0.27,8.4,
840,Madden NFL 06,PS2,2005.0,Sports,EA Sports  ,3.98,0.26,0.01,0.66,9.1,
841,Dragon Quest VIII: Journey of the Cursed King,PS2,2005.0,Role-Playing,Square Enix  ,0.65,0.75,3.61,0.2,8.6,
842,Monster Hunter Freedom 3,PSP,2010.0,Role-Playing,Capcom  ,,0.0,4.87,0.0,,
843,Diddy Kong Racing,N64,1997.0,Racing,Nintendo  ,2.91,0.99,0.89,0.1,8.3,
844,Pokémon Mystery Dungeon: Explorers of Time / Darkness,DS,2008.0,Role-Playing,Nintendo  ,1.83,1.19,1.54,0.37,6.4,
846,Call of Duty: Black Ops IIII,XOne,2018.0,Shooter,Activision  ,3.27,1.12,,0.46,,
847,Dr. Mario,NES,1990.0,Puzzle,Nintendo  ,2.62,0.6,1.52,0.1,,
848,Spyro the Dragon,PS,1998.0,Platform,Sony Computer Entertainment  ,3.36,1.36,0.07,0.21,8.7,
849,Crash Bandicoot N. Sane Trilogy,PS4,2017.0,Platform,Activision  ,1.09,2.92,0.07,0.74,,
850,Assassin's Creed,PS3,2007.0,Action,Ubisoft  ,1.91,2.01,0.09,0.82,8.2,8.5
852,Call of Duty: Infinite Warfare,XOne,2016.0,Shooter,Activision  ,2.91,1.44,,0.44,,
853,Crash Team Racing,PS,1999.0,Racing,Sony Computer Entertainment  ,2.57,1.57,0.44,0.21,9.2,
854,LEGO Star Wars: The Complete Saga,DS,2007.0,Action,LucasArts  ,2.83,1.49,,0.45,7.8,
855,The Legend of Zelda: Phantom Hourglass,DS,2007.0,Adventure,Nintendo  ,1.85,1.8,0.95,0.48,9.1,
856,Batman: Arkham City,X360,2011.0,Action,Warner Bros. Interactive  ,2.99,1.28,0.04,0.44,9.5,
858,Driver 2,PS,2000.0,Action,Atari  ,2.36,2.1,0.02,0.25,7.0,
859,The Simpsons: Hit & Run,PS2,2003.0,Racing,VU Games  ,1.73,2.19,,0.79,7.7,
861,The Witcher 3: Wild Hunt,XOne,2015.0,Role-Playing,Warner Bros. Interactive Entertainment  ,0.97,0.61,0.01,0.15,,
862,World of Warcraft: Cataclysm,PC,2010.0,MMO,Blizzard Entertainment  ,1.77,0.32,,,9.0,
863,Nintendogs + cats,3DS,2011.0,Simulation,Nintendo  ,1.44,1.69,0.73,0.29,7.2,
864,Tony Hawk's Pro Skater 2,PS,2000.0,Sports,Activision  ,3.05,1.41,0.02,0.2,9.3,
865,Gran Turismo,PSP,2009.0,Racing,Sony Computer Entertainment  ,0.43,1.4,0.31,0.78,7.7,9.5
866,The Lord of the Rings: The Two Towers,PS2,2002.0,Action,Electronic Arts  ,1.94,1.95,0.08,0.7,8.3,
868,Tomb Raider,PS,1996.0,Action,Eidos Interactive  ,2.29,1.97,0.13,0.24,8.9,
869,Donkey Kong Country: Tropical Freeze,NS,2018.0,Platform,Nintendo  ,0.71,0.61,0.26,0.12,9.1,9.1
870,God of War,PS2,2005.0,Action,Sony Computer Entertainment  ,2.71,1.29,0.02,0.43,9.3,
871,The Legend of Zelda: A Link to the Past,SNES,1992.0,Adventure,Nintendo  ,2.42,0.91,1.15,0.13,10.0,
872,Left 4 Dead,PC,2008.0,Shooter,Valve Corporation  ,,0.02,,0.0,8.6,8.5
873,Forza Motorsport 4,X360,2011.0,Racing,Microsoft Studios  ,2.08,1.98,0.06,0.49,9.1,
876,Guitar Hero III: Legends of Rock,Wii,2007.0,Misc,RedOctane  ,3.04,1.12,0.0,0.44,8.6,
878,BioShock Infinite,PC,2013.0,Shooter,2K Games  ,0.3,0.31,,0.05,,
879,Mario & Luigi: Bowser's Inside Story,DS,2009.0,Role-Playing,Nintendo  ,2.23,0.47,0.81,0.27,9.1,
880,FIFA 15,PS3,2014.0,Sports,EA Sports  ,0.59,3.25,0.04,0.68,6.9,
881,Mario & Sonic at the Olympic Winter Games,Wii,2009.0,Sports,Sega  ,1.87,1.97,0.22,0.48,6.8,
882,Overwatch,PS4,2016.0,Shooter,Blizzard Entertainment  ,1.84,1.8,0.17,0.73,8.8,
883,Madden NFL 2005,PS2,2004.0,Sports,EA Sports  ,4.18,0.26,0.01,0.08,9.5,
884,Guitar Hero III: Legends of Rock,X360,2007.0,Misc,RedOctane  ,3.19,0.91,0.01,0.42,8.7,
885,Star Wars Battlefront II (2017),PS4,2017.0,Shooter,Electronic Arts  ,1.7,1.99,0.12,0.73,,
886,Dead Island,PC,2011.0,Action,Deep Silver  ,0.12,0.07,,0.02,7.1,
888,ARK: Survival Evolved,PC,2015.0,Action-Adventure,Studio Wildcard  ,,0.01,,0.0,,
894,LittleBigPlanet,PS3,2008.0,Platform,Sony Computer Entertainment  ,2.8,2.01,0.17,0.87,9.4,9.2
897,Mario Tennis Aces,NS,2018.0,Sports,Nintendo  ,0.71,0.62,0.42,0.12,7.8,
901,Riven: The Sequel to Myst,PC,1997.0,Adventure,Red Orb  ,1.52,0.82,,0.1,,
904,Warcraft III: Reign of Chaos,PC,2002.0,Strategy,Blizzard Entertainment  ,0.03,0.1,,0.01,9.3,
906,Professor Layton and the Curious Village,DS,2008.0,Adventure,Nintendo  ,1.21,2.44,1.03,0.51,8.7,
907,Spider-Man: The Movie,PS2,2002.0,Action,Activision  ,2.71,1.51,0.03,0.23,8.2,
908,Dragon Ball: Xenoverse 2,PS4,2016.0,Action,Namco Bandai Games  ,0.54,0.59,0.14,0.23,7.1,
909,The Elder Scrolls IV: Oblivion,X360,2009.0,Role-Playing,Take-Two Interactive  ,2.89,1.03,0.13,0.41,9.2,
910,The Legend of Zelda: The Wind Waker,GC,2003.0,Adventure,Nintendo  ,2.6,0.99,0.89,0.13,9.6,
911,Tony Hawk's Pro Skater 3,PS2,2001.0,Sports,Activision  ,2.66,1.29,0.01,0.46,9.1,
914,Winning Eleven: Pro Evolution Soccer 2007,PS2,2007.0,Sports,Konami  ,0.1,2.39,1.05,0.86,8.8,
916,Kirby Star Allies,NS,2018.0,Platform,Nintendo  ,0.75,0.41,0.72,0.11,8.1,10.0
917,Zelda II: The Adventure of Link,NES,1988.0,Adventure,Nintendo  ,2.19,0.5,1.61,0.08,,
918,Michael Jackson: The Experience,Wii,2010.0,Misc,Ubisoft  ,2.64,1.33,0.01,0.39,5.6,
919,Tom Clancy's The Division,PS4,2016.0,Shooter,Ubisoft  ,1.49,2.04,0.16,0.69,,
920,Need for Speed: Most Wanted,PS2,2005.0,Racing,Electronic Arts  ,2.03,1.79,0.08,0.47,8.6,
921,Tom Clancy's Rainbow Six: Siege,PS4,2015.0,Shooter,Ubisoft  ,1.29,2.06,0.36,0.64,,
922,Call of Duty: Advanced Warfare,X360,2014.0,Shooter,Activision  ,2.81,1.13,0.0,0.41,9.1,
923,Watch Dogs,PS4,2014.0,Action-Adventure,Ubisoft  ,1.4,2.13,0.11,0.68,,
924,Animal Crossing: City Folk,Wii,2008.0,Simulation,Nintendo  ,1.84,1.13,1.32,0.36,7.1,8.8
925,Dragon Ball FighterZ,PS4,2018.0,Fighting,Namco Bandai Games  ,0.61,0.51,0.12,0.23,,
927,Asteroids,2600,1981.0,Shooter,Atari  ,4.0,0.26,,0.05,,
929,Dragon Quest VII,PS,2001.0,Role-Playing,Enix  ,0.2,0.14,4.1,0.02,8.0,3.0
930,Monster Hunter Generations,3DS,2016.0,Action,Capcom  ,0.42,0.26,2.82,0.07,8.8,
931,Naruto Shippuden: Ultimate Ninja Storm 4,PS4,2016.0,Fighting,Namco Bandai Games  ,0.71,0.47,0.12,0.24,,
932,Batman: Arkham Asylum,PS3,2009.0,Action,Eidos Interactive  ,2.26,1.33,0.07,0.63,9.0,
933,Call of Duty: Advanced Warfare,PS3,2014.0,Shooter,Activision  ,1.59,1.81,0.2,0.67,9.1,
934,God of War II,PS2,2007.0,Action,Sony Computer Entertainment  ,2.32,0.04,0.04,1.67,9.3,9.8
935,The Legend of Zelda: A Link Between Worlds,3DS,2013.0,Adventure,Nintendo  ,1.53,1.31,0.47,0.26,9.3,
936,Namco Museum,GBA,2001.0,Misc,Namco  ,3.0,1.11,0.05,0.07,,
937,Super Paper Mario,Wii,2007.0,Platform,Nintendo  ,1.95,0.87,0.59,0.32,8.5,
938,Assassin's Creed: Revelations,PS3,2011.0,Action,Ubisoft  ,1.41,2.03,0.1,0.69,8.8,
939,Assassin's Creed: Revelations,X360,2011.0,Action,Ubisoft  ,2.28,1.47,0.04,0.44,7.9,
940,FIFA Soccer 06,PS2,2005.0,Sports,EA Sports  ,0.78,2.55,0.04,0.84,8.4,
942,Monster Hunter 4 Ultimate,3DS,2015.0,Role-Playing,Capcom  ,0.72,0.49,2.63,0.12,8.8,
944,Street Fighter IV,PS3,2009.0,Fighting,Capcom  ,2.04,1.05,0.59,0.52,9.3,9.0
946,FIFA Soccer 12,X360,2011.0,Sports,EA Sports  ,0.85,2.79,0.02,0.52,9.2,
947,Call of Duty: Ghosts,PS4,2013.0,Shooter,Activision  ,1.79,1.64,0.05,0.69,7.5,
948,Teenage Mutant Ninja Turtles,NES,1989.0,Platform,Ultra Games  ,3.38,0.44,0.31,0.04,5.9,
949,Just Cause 2,PC,2010.0,Action,Eidos Interactive  ,,0.11,,0.02,8.2,
950,Excitebike,NES,1985.0,Racing,Nintendo  ,2.04,0.48,1.57,0.07,,
952,Frogger,PS,1997.0,Action,Hasbro Interactive  ,3.79,0.27,,0.11,,
953,Star Wars Battlefront (2015),XOne,2015.0,Shooter,Electronic Arts  ,2.49,1.26,0.02,0.38,6.9,
954,FIFA 14,X360,2013.0,Sports,EA Sports  ,0.94,2.92,0.01,0.29,,
956,Madden NFL 2003,PS2,2002.0,Sports,EA Sports  ,3.36,0.21,0.01,0.56,9.4,
957,Assassin's Creed: Unity,PS4,2014.0,Action,Ubisoft  ,1.25,2.16,0.09,0.65,,
958,Destiny 2,PS4,2017.0,Shooter,Activision  ,1.92,1.44,0.1,0.69,,
961,Super Mario World 2: Yoshi's Island,SNES,1995.0,Platform,Nintendo  ,1.65,0.61,1.76,0.09,9.0,
962,Batman: Arkham Knight,PS4,2015.0,Action,Warner Bros. Interactive  ,1.65,1.68,0.11,0.66,8.1,
963,FIFA 07 Soccer,PS2,2006.0,Sports,EA Sports  ,0.71,2.48,0.03,0.89,8.4,
964,The Sims 4,PC,2014.0,Simulation,Electronic Arts  ,1.2,2.6,,0.3,7.0,
965,Monster Hunter 4,3DS,2013.0,Role-Playing,Capcom  ,,,3.44,,,
969,Street Fighter II Turbo,SNES,1993.0,Fighting,Capcom  ,1.42,0.51,2.1,0.07,9.0,
970,Crash Bandicoot 2: Cortex Strikes Back,PS,1997.0,Platform,Sony Computer Entertainment  ,3.78,2.17,1.31,0.31,8.6,
971,Fallout: New Vegas,X360,2010.0,Role-Playing,Bethesda Softworks  ,2.67,1.03,0.04,0.34,8.2,
973,Assassin's Creed Origins,PS4,2017.0,Action,Ubisoft  ,1.22,2.11,0.11,0.63,,
974,Far Cry 4,PS4,2014.0,Shooter,Ubisoft  ,1.18,2.14,0.11,0.63,8.4,
975,Carnival Games,Wii,2007.0,Misc,Global Star Software  ,2.12,1.47,0.05,0.42,4.2,
976,World Soccer Winning Eleven 9,PS2,2006.0,Sports,Konami  ,0.12,2.26,0.9,0.77,8.9,
977,Forza Motorsport 2,X360,2007.0,Racing,Microsoft Game Studios  ,2.35,1.27,0.03,0.41,9.1,
978,Namco Museum Vol.3,PS,1997.0,Misc,Namco  ,2.28,1.55,0.16,0.06,,
979,Tekken Tag Tournament,PS2,2000.0,Fighting,Namco  ,1.68,1.51,0.51,0.35,8.7,
980,Until Dawn,PS4,2015.0,Adventure,Sony Computer Entertainment  ,0.62,0.92,0.06,0.3,,
981,Super Mario Maker,WiiU,2015.0,Platform,Nintendo  ,1.27,0.94,1.03,0.21,8.8,
982,Golf,NES,1985.0,Sports,Nintendo  ,1.22,0.28,2.46,0.04,,
989,Diablo II,PC,2000.0,Role-Playing,Blizzard Entertainment  ,0.01,0.11,,0.02,8.8,
992,EyeToy Play,PS2,2003.0,Misc,Sony Computer Entertainment  ,0.88,2.3,0.2,0.83,7.5,
994,Frogger,2600,1982.0,Action,Parker Bros.  ,2.06,0.12,,0.02,,
1004,Metal Gear Solid 3: Snake Eater,PS2,2004.0,Action-Adventure,Konami  ,1.46,0.0,0.83,1.93,9.0,
1006,Monster Hunter: World,PS4,2018.0,Action,Capcom  ,1.03,1.06,2.17,0.42,9.3,9.0
1013,Pitfall!,2600,1982.0,Platform,Activision  ,4.21,0.24,,0.05,,
1021,Star Fox 64,N64,1997.0,Shooter,Nintendo  ,2.78,0.58,0.64,0.04,9.0,
1031,"Warhammer 40,000: Dawn of War",PC,2004.0,Strategy,THQ  ,0.01,0.04,,0.0,8.8,
1032,Who Wants to be a Millionaire,PC,1999.0,Misc,Disney Interactive Studios  ,1.94,0.0,,,,
1033,World of Warcraft: Wrath of the Lich King,PC,2008.0,MMO,Blizzard Entertainment  ,0.01,0.13,,1.18,9.3,9.3
1036,Zoo Tycoon,PC,2001.0,Strategy,Microsoft  ,,0.03,,0.0,7.1,
1037,Fallout 3,PS3,2008.0,Role-Playing,Bethesda Softworks  ,2.18,1.15,0.07,0.61,8.8,
1039,The Elder Scrolls V: Skyrim,PC,2011.0,Role-Playing,Bethesda Softworks  ,1.18,2.25,,0.56,9.2,
1040,Namco Museum: 50th Anniversary,PS2,2005.0,Misc,Namco  ,2.08,1.35,,0.54,,
1041,NBA 2K16,PS4,2015.0,Sports,2K Sports  ,2.56,0.66,0.05,0.71,8.7,
1043,Far Cry 5,PS4,2018.0,Action,Ubisoft  ,1.44,1.73,0.15,0.62,7.9,
1044,Battlefield 4,PS4,2013.0,Shooter,Electronic Arts  ,1.4,1.74,0.19,0.62,8.3,
1045,Assassin's Creed IV: Black Flag,PS3,2013.0,Action-Adventure,Ubisoft  ,1.34,1.86,0.13,0.62,8.7,
1046,Half-Life 2: Episode One,PC,2006.0,Shooter,Electronic Arts  ,,0.0,,0.0,8.7,
1047,Dark Souls III,PS4,2016.0,Role-Playing,Namco Bandai Games  ,1.0,0.63,0.44,0.34,,
1048,Donkey Kong Land,GB,1995.0,Platform,Nintendo  ,1.97,0.76,1.07,0.11,,
1049,English Training: Have Fun Improving Your Skills!,DS,2006.0,Misc,Nintendo  ,,0.99,2.32,0.02,,
1050,Dragon Quest III,NES,1992.0,Role-Playing,Enix  ,0.1,,3.77,0.0,,8.0
1051,Tony Hawk's Underground,PS2,2003.0,Sports,Activision  ,2.29,1.17,0.01,0.42,8.7,
1052,Resistance: Fall of Man,PS3,2006.0,Shooter,Sony Computer Entertainment  ,1.74,1.72,0.14,0.76,8.5,9.1
1053,Just Dance 2014,Wii,2013.0,Music,Ubisoft  ,1.91,1.66,,0.33,7.4,
1054,Professor Layton and the Diabolical Box,DS,2009.0,Adventure,Nintendo  ,0.9,1.76,0.92,0.37,8.5,
1055,Sports Champions,PS3,2010.0,Sports,Sony Computer Entertainment  ,2.15,1.13,0.1,0.5,7.6,
1057,World Soccer Winning Eleven 8 International,PS2,2005.0,Sports,Konami  ,0.16,1.89,1.12,0.68,9.3,
1059,Namco Museum Vol.1,PS,1996.0,Misc,Namco  ,2.12,1.44,0.22,0.06,,
1061,The Legend of Zelda: Link's Awakening,GB,1993.0,Adventure,Nintendo  ,2.21,0.96,0.54,0.13,,
1062,Resident Evil VII: Biohazard,PS4,2017.0,Action,Capcom  ,0.88,1.56,0.41,0.46,8.6,
1065,Monster Hunter Freedom Unite,PSP,2009.0,Role-Playing,Capcom  ,0.47,0.57,4.13,0.34,7.7,9.7
1066,Super Mario Maker,3DS,2016.0,Platform,Nintendo  ,0.78,1.04,1.25,0.16,7.3,
1067,LEGO Indiana Jones: The Original Adventures,X360,2008.0,Adventure,LucasArts  ,2.4,1.01,,0.36,7.5,
1068,The Sims: Unleashed,PC,2002.0,Simulation,Electronic Arts  ,2.03,1.56,,0.17,7.3,
1069,Tomodachi Collection,DS,2009.0,Misc,Nintendo  ,,,3.67,,,
1070,Ratchet & Clank: Size Matters,PSP,2007.0,Platform,Sony Computer Entertainment  ,1.4,1.4,0.1,0.86,8.5,
1071,1-2-Switch,NS,2017.0,Party,Nintendo  ,0.62,1.2,0.5,0.15,5.7,
1073,Pokémon Trading Card Game,GB,2000.0,Strategy,Nintendo  ,1.49,0.73,1.38,0.1,8.3,
1074,Ratchet & Clank,PS2,2002.0,Platform,Sony Computer Entertainment  ,1.44,1.01,0.57,0.3,,
1075,FIFA 17,XOne,2016.0,Sports,Electronic Arts  ,1.04,2.4,,0.27,8.8,
1077,FIFA Soccer 2005,PS2,2004.0,Sports,EA Sports  ,0.58,2.48,0.04,0.59,8.4,
1080,The Legend of Zelda: Skyward Sword,Wii,2011.0,Adventure,Nintendo  ,2.03,1.18,0.37,0.39,9.4,
1081,Tony Hawk's Pro Skater 4,PS2,2002.0,Sports,Activision  ,2.13,1.18,0.01,0.35,9.6,
1083,Midnight Club 3: DUB Edition,PSP,2005.0,Racing,Rockstar Games  ,1.65,1.22,,0.79,7.2,
1084,MySims,DS,2007.0,Simulation,Electronic Arts  ,1.58,1.6,0.08,0.4,6.7,
1085,Banjo-Kazooie,N64,1998.0,Platform,Nintendo  ,1.87,1.13,0.55,0.1,9.3,9.4
1086,SOCOM: U.S. Navy SEALs,PS2,2002.0,Shooter,Sony Computer Entertainment  ,2.53,0.81,0.06,0.24,8.0,
1088,Battlefield 4,PS3,2013.0,Shooter,Electronic Arts  ,1.31,1.5,0.27,0.55,8.7,
1089,Jak and Daxter: The Precursor Legacy,PS2,2001.0,Platform,Sony Computer Entertainment  ,2.08,1.09,0.15,0.33,9.0,8.9
1090,Pokémon Snap,N64,1999.0,Simulation,Nintendo  ,2.23,0.68,0.66,0.06,7.9,
