Rank,Name,Critic_Score,User_Score
7129,Rocket Power: Dream Scheme,,
7130,Sega Superstars Tennis,6.8,
7131,MX vs. ATV Unleashed,,
7132,Rampage: Total Destruction,,
7133,Spore Hero,5.8,
7134,The Urbz: Sims in the City,7.6,
7135,Road Rash: Jailbreak,,
7136,WWE SmackDown! vs. RAW 2006,8.1,
7137,Mother 3,,
7138,Nicktoons: Freeze Frame Frenzy,,
7139,Winter Sports 2: The Next Challenge,,
7140,Rocket League,9.2,
7141,Transformers: The Game,,
7142,The Darkness II,,
7143,The Lego Ninjago Movie Videogame,,
7144,Tales of Eternia,8.0,
7145,Ghostbusters: The Video Game,,
7146,You Don't Know Jack,8.5,
7147,Momotaro Dentetsu 2017: Tachiagare Nippon!!,,
7148,Fushigi no Dungeon 2: Fuurai no Shiren,,
7149,Farming Simulator 2015,,
7150,Tales of Legendia,7.2,8.5
7151,WipeOut 3 The Game,,
7152,Star Wars The Clone Wars: Republic Heroes,5.9,
7153,NBA Live 2002,,
7154,Star Wars: Clone Wars,7.3,
7155,Castlevania: Portrait of Ruin,8.5,
7156,Boku no Natsuyasumi,,
7157,Destiny: The Taken King,,
7158,Disney Sing It,,
7159,I-Ninja,7.2,
7160,Armored Core V,,
7161,Speed Racer: The Videogame,,
7163,Command & Conquer,8.4,
7164,Harvest Moon: Save the Homeland,7.8,
7165,Littlest Pet Shop,,
7166,SD Gundam G Generation Seed,,
7167,Call of Duty: Finest Hour,7.7,
7168,Naruto: Path of the Ninja,,
7169,Sherlock Holmes: The Mystery of the Mummy,,
7170,No More Heroes 2: Desperate Struggle,8.5,
7171,Suzuki TT Superbikes,,
7172,Tales of Destiny,,
7173,Planet 51,,
7174,Skylanders Giants,,
7175,Rumble Roses,,
7176,Tomb Raider: Anniversary,7.9,
7177,Harry Potter and the Deathly Hallows - Part 1,,
7178,Fishing Resort,,
7179,Fantastic Four: Rise of the Silver Surfer,,
7180,Ultimate Spider-Man,,
7181,Juiced 2: Hot Import Nights,,
7183,NHL 99,,
7184,Combat of Giants: Dinosaurs 3D,4.3,
7185,Legends of WrestleMania,,
7186,Danball Senki,,
7187,NBA Jam,,
7188,NASCAR Heat,,
7189,Bloody Roar,8.6,
7190,Bump 'n' Jump,,
7191,Mobile Suit Gundam: Lost War Chronicles,,
7192,Disney's Brother Bear,,
7193,FIFA Soccer 12,7.0,
7195,NBA Live 09,,
7196,Ener-G: Gym Rockets,,
7197,Super Monkey Ball: Step & Roll,6.0,
7198,The House of The Dead III,6.8,
7199,Dancing with the Stars: We Dance!,,
7200,LEGO Marvel's Avengers,,
7201,Fire Emblem: Fuuin no Tsurugi,,7.0
7202,Iron Man 2,,
7203,One Piece Unlimited World: Red,,
7204,Just Dance 2018,,
7205,Final Fantasy Crystal Chronicles: The Crystal Bearers,6.7,
7206,NBA Live 09,6.1,
7207,Laser Blast,,
7208,Just Dance 2016,,
7209,Deus Ex: Mankind Divided,,
7210,Thrasher Presents: Skate and Destroy,,
7211,Alpha Protocol,6.8,
7212,Dungeon Siege III,7.3,
7213,Are You Smarter than a 5th Grader? Make the Grade,,
7214,NHL 18,,
7215,SpongeBob's Truth or Square (US sales),,
7216,Donkey Konga 2,6.5,
7217,Just Dance 2014,7.8,
7218,Tear Ring Saga Yutona Eiyuu Senki,,
7219,SpongeBob's Truth or Square (US sales),,
7220,Condemned 2: Bloodshot,8.4,
7221,Taiko no Tatsujin Wii: Ketteiban,,
7222,Disney Princess: Enchanting Storybooks,,
7223,Monopoly Streets,,
7224,SSX 3,,
7225,Madden NFL 2005,,
7226,All-Star Baseball 2000,,
7227,BattleTanx: Global Assault,,
7228,Custom Robo V2,,
7229,Extreme-G: XG2,,
7232,Monster Jam: Urban Assault,,
7233,Batman: Arkham VR,,
7234,Chibi-Robo! Plug into Adventure!,7.4,
7235,Star Wars The Clone Wars: Republic Heroes,,
7236,Jampack Winter 2003 (RP-T),,
7237,Dragon's Crown,,
7238,Kengo: Master of Bushido,,
7239,Blood Omen 2,,
7240,Advance Wars: Dual Strike,9.0,
7241,Super Fire ProWrestling,,
7242,Cabela's Dangerous Hunts 2,,
7243,Chessmaster,,
7244,Fatal Fury,,
7245,LocoRoco,8.1,
7246,The Evil Within 2,,
7247,Madden NFL 11,,
7249,Red Faction: Armageddon,7.1,
7250,From TV Animation One Piece: Yume no Lufy Kaizokudan Tanjou!,,
7251,Ice Age 2: The Meltdown,7.4,
7252,The Sims 2,,
7254,Robert Ludlum's The Bourne Conspiracy,7.6,
7255,Super Famista 3,,
7256,Auto Modellista,,
7257,Mass Effect 2,9.6,
7258,Hitman: Blood Money,8.1,
7259,Tom Clancy's Ghost Recon 2: Summit Strike,,
7260,Silent Hill: Homecoming,7.4,
7261,Zone of the Enders HD Collection,,
7262,SpongeBob vs The Big One: Beach Party Cook Off,,
7263,Tiger Woods PGA Tour 08,,
7264,Hooked! Again: Real Motion Fishing,,
7265,Tiger Woods PGA Tour 14,,
7266,Karaoke Revolution Presents American Idol Encore,,
7267,Get Fit with Mel B,,
7268,Airlock,,
7269,MotoGP 08,,
7270,Metal Gear Solid: Snake Eater 3D,7.9,
7271,Tokimeki Memorial 2,,
7272,EA Sports Active 2,6.3,
7273,LEGO Star Wars III: The Clone Wars,6.3,
7274,Farming Simulator 2013,3.0,
7275,Little Nightmares,,
7276,Harry Potter: Quidditch World Cup,4.9,
7277,Tropico 5,,
7278,Wipeout 2048,,
7279,Evil Dead: Fistfull of Boomstick,,
7280,Dance Party: Pop Hits,,
7281,Metal Gear Solid HD Collection,9.2,
7282,Triple Play 97,,
7284,Super Soccer,,
7285,Marvel: Ultimate Alliance,7.7,
7286,Wario Land II (GBC),,
7287,San Francisco Rush: Extreme Racing,,
7288,Diner Dash: Sizzle & Serve,,
7289,GRID 2,,
7290,Bakusou Dekotora Densetsu: Otoko Ippiki Yume Kaidoi,,
7291,Yoshi Touch & Go,,
7292,Viking: Battle for Asgard,6.6,
7293,Wii Sports Club,6.7,
7294,NCAA Football 08,,
7295,ESPN College Hoops 2K5,,
7296,Naruto: Clash of Ninja Revolution 2,,
7297,Looney Tunes: Acme Arsenal,,
7298,Wolfenstein: The New Order,,
7299,Junior Classic Games,,
7300,The Cat in the Hat,,
7301,Raving Rabbids: Travel in Time 3D,5.8,
7302,NFL GameDay 2002,,
7303,Turok: Evolution,7.4,
7304,Jam Sessions: Sing and Play Guitar (US sales),,
7305,Mobile Suit Gundam: Giren no Yabou Zeon Dokuritsu Sensouden,,
7306,Ice Age,4.2,
7307,Naruto Shippuden: Ultimate Ninja Heroes 3,,
7308,Just Dance 4,,
7309,Sega Superstars Tennis,6.9,
7310,Headhunter,,
7311,Lego Marvel Super Heroes: Universe in Peril,,
7312,Shin Megami Tensei: Devil Summoner,,
7313,Brunswick Pro Bowling,,
7314,Marvel Nemesis: Rise of the Imperfects,6.0,
7315,Saints Row: The Third,8.3,
7316,ESPN Extreme Games,,
7317,Ghost Trick: Phantom Detective,8.2,
7318,Ninja: Shadow of Darkness,,
7319,SD Gundam G Generation-F,,
7320,Bratz: Rock Angelz,,
7321,FlatOut,,
7322,Ice Age: Dawn of the Dinosaurs,5.0,
7323,Phoenix Wright: Ace Attorney - Dual Destinies,8.1,
7324,Iron Man 2,,
7325,SSX 3,9.5,
7326,NCAA Football 11,6.4,
7327,Sesame Street: Elmo's A-to-Zoo Adventure,,
7328,Disney's Lilo & Stitch 2: Hamsterveil Havoc,,
7329,FIFA 13,,
7330,Rayman Legends,,
7331,Risk: Global Domination,,
7333,Tamagotchi Connection: Corner Shop 3,,
7334,Tales of Hearts R,,
7335,Mobile Suit Gundam version 2.0,,
7336,Grandia Xtreme,6.7,
7337,Virtua Tennis 2009,6.6,
7338,Silent Scope,,
7340,Ennichi no Tatsujin,,
7341,Final Fantasy Adventure,9.0,
7342,Dora The Explorer: Dora Saves the Snow Princess,,
7343,The Incredible Hulk,,
7344,Mercenaries 2: World in Flames,,
7345,FIFA 14,,
7346,Tokimeki Memorial: Forever with You,,
7347,MediEvil II,,
7348,Hunter: The Reckoning,7.8,
7349,MX vs. ATV Untamed,,
7351,Rogue Trip: Vacation 2012,,
7352,Dai-4-Ji Super Robot Taisen,,
7353,Just Dance 2016,,
7355,Cabela's Dangerous Hunts 2009,,
7356,Scribblenauts: Unlimited,7.0,
7357,Pro Evolution Soccer 2011 3D,7.5,
7358,Persona 4: Dancing All Night,,
7359,Pokémon Channel,5.2,
7360,NBA 2K7,8.1,
7361,Need for Speed: Nitro,7.2,
7362,The Dog Island,,
7364,Tiger Woods PGA Tour 08,7.5,
7365,Moto Racer World Tour,,
7366,Hatsune Miku: Project Mirai DX,7.5,
7367,NCAA Final Four 2000,,
7368,Devil May Cry HD Collection,,
7370,Madagascar: Escape 2 Africa,,
7371,Doom (2016),,
7372,Scooby-Doo! and the Spooky Swamp,,
7373,Dancing with the Stars: We Dance!,,
7375,Hangman,,
7376,Petz Rescue: Wildlife Vet,,
7377,Paws & Claws: Pampered Pets,,
7378,Guitar Hero Live,,
7379,Imagine: Party Babyz,,
7380,Gravitar,,
7382,FIFA 13,,
7383,EyeToy Play 2,,
7384,Dance Dance Revolution Ultramix 3,,
7385,Monster Jam: Path of Destruction,,
7386,WWE SmackDown vs. Raw 2011,,
7387,Peppa Pig: The Game,,
7390,MLB 16: The Show,,
7391,Puppy Palace,,
7392,Harry Potter and the Prisoner of Azkaban,,
7393,Bionic Commando,7.1,8.0
7395,The Golden Compass,2.8,
7396,NHL 15,,
7397,LEGO Batman 2: DC Super Heroes,,
7398,Petz Rescue: Ocean Patrol,,
7399,Solaris,,
7400,Life is Strange,,
7401,NBA 2K10,5.1,
7402,Batman: Arkham City Armored Edition,8.6,
7403,EA Sports MMA,7.6,
7404,Tobal 2,,
7405,Warriors Orochi 2,,
7406,Tiger Woods PGA Tour 09,,
7407,Ultimate Spider-Man,,
7408,Major League Baseball 2K6,6.3,
7409,NBA Inside Drive 2002,,
7410,Prince of Persia: The Forgotten Sands,,
7411,Minecraft,6.7,
7412,Firewall: Zero Hour,,
7413,Kileak: The DNA Imperative,,
7414,Petz: Catz 2,,
7415,ZhuZhu Pets: Featuring The Wild Bunch,,
7416,Resident Evil: Origins Collection,,
7417,Cabela's Big Game Hunter 2012,,
7418,Go Vacation,,
7419,Kingdom Under Fire: Circle of Doom,,
7420,"Monsters, Inc. Scream Arena",3.8,
7421,Reel Fishing III,,
7422,Quake 4,7.3,
7423,Guitar Hero On Tour: Modern Hits,7.3,
7424,Trivial Pursuit,,
7425,Cabela's Deer Hunt 2005 Season,,
7427,Skate,,
7428,Rampage: Total Destruction,,
7429,High Heat Major League Baseball 2003,,
7430,Super Formation Soccer 94,,
7431,Rec Room Games,,
7432,Middle-Earth: Shadow of Mordor,,
7435,Panzer Dragoon,,
7437,Burnout Paradise Remastered,8.0,
7438,Spider-Man: Friend or Foe,5.4,
7439,Yarudora Series Vol.1: Double Cast,,
7440,Thief,,
7441,Dynasty Warriors 9,,
7442,DiRT 2,4.6,
7445,Imagine: Salon Stylist,,
7446,Fushigi no Dungeon: Furai no Shiren 2 - Oni Shuurai! Shiren Shiro!,,
7447,Naruto: Ultimate Ninja Heroes,7.0,
7448,Phantasy Star Portable 2: Infinity,,
7449,Scooby-Doo! Classic Creep Capers,,
7452,Super Street Fighter IV: Arcade Edition,8.6,
7453,The World Ends With You,8.6,
7454,Turok: Rage Wars,,
7455,Dragonfire,,
7456,Custom Robo,,
7457,Yakuza: Kiwami 2,,
7458,Shin Megami Tensei IV: Apocalypse,8.1,
7459,Vampyr,,8.5
7460,Juiced 2: Hot Import Nights,,
7462,Defiance,,
7464,Dungeon Siege III,7.2,
7465,Need for Speed: Hot Pursuit,8.9,
7466,Virtua Tennis 2009,7.3,
7467,Pac-Man World 2,7.5,
7468,Kotoba no Puzzle: Mojipittan DS,,
7469,Tomb Raider: Legend,8.1,
7471,Overlord: Dark Legend,7.0,
7472,WWE 2K17,,
7473,Hell's Kitchen: The Game,,
7474,The BIGS,,
7475,Barbie Horse Adventures: Blue Ribbon Race,,
7476,The Legend of Spyro: A New Beginning,7.1,
7477,Rune Factory: Frontier,7.9,
7479,Dawn of Discovery,8.4,
7480,Slime MoriMori Dragon Quest: Shougeki No Shippo Dan,,
7482,The Legend of Spyro: The Eternal Night,,
7483,Rage,7.8,
7484,Harry Potter and the Order of the Phoenix,4.8,
7485,NFL Street 2 Unleashed,7.4,
7486,Super Robot Taisen EX,,
7488,Sonic Lost World,6.0,
7489,FIFA Street 2,,
7490,Mini Ninjas,7.6,
7491,Fragile Dreams: Farewell Ruins of the Moon,6.7,
7492,Naruto Shippuden: Ninja Destiny 2,,
7493,The House of the Dead: Overkill - Extended Cut,7.2,
7494,Bottom of the 9th,,
7495,Dreamworks Madagascar Kartz,,
7496,Shin Megami Tensei II,,
7497,Rise of the Tomb Raider,,
7498,Wanted: Weapons of Fate,6.2,
7499,Virtua Fighter 3tb,8.1,
7501,Mini-Yonku GB: Let's & Go!!,,
7502,Marvel: Ultimate Alliance,8.5,
7503,Castlevania: Order of Ecclesia,8.2,9.2
7504,Green Day: Rock Band,,9.0
7505,"999: Nine Hours, Nine Persons, Nine Doors",7.9,
7506,NCAA Football 07,7.6,
7507,The Sims 2: Castaway,,
7508,Destiny 2: Forsaken,,
7509,SAW,6.0,
7510,NBA Live 2003,,
7511,GoldenEye: Rogue Agent,5.9,
7512,Medieval II: Total War Gold Edition,,
7513,ESPN: Sports Connection,3.0,
7514,Zero4 Champ RR,,
7515,Build-A-Bear Workshop: A Friend Fur All Seasons,,
7516,Dragon Ball Z: Infinite World,,
7517,Okami HD,,
7519,Need for Speed: The Run,,
7520,Nonomura Byoin no Hitobito,,
7521,ESPN X Games Skateboarding,,
7523,Naruto Shippuden: Ultimate Ninja Storm Revolution,,
7524,F1 2012,8.8,
7525,Tekken Hybrid,4.0,
7526,Super Fire ProWrestling Special,,
7527,War for the Overworld,,
7528,Yuu Yuu Hakusho,,
7529,Tom Clancy's HAWX 2,,
7530,Kamaitachi no Yoru 2,,
7531,High Heat Major League Baseball 2004,,
7532,Robots,,
7533,NARC,5.5,
7534,One Piece: Gigant Battle!,,
7535,Sniper: Ghost Warrior 3,,
7536,My Horse & Me,,
7537,Monster Rancher 3,,
7538,The Incredibles: Rise of the Underminer,6.1,
7539,MechWarrior 2: 31st Century Combat,,
7540,Marvel Super Hero Squad,,
7541,The Chronicles of Narnia: Prince Caspian,,
7542,Hamtaro: Ham-Ham Heartbreak,8.0,
7543,Left 4 Dead 2,9.0,
7544,Just Dance 2016,,
7545,LocoRoco 2,8.5,
7546,Okage: Shadow King,,
7548,Mobile Suit Z-Gundam,,
7549,Cubix Robots for Everyone: Clash 'n' Bash,,
7550,BlazBlue: Calamity Trigger,8.5,
7551,Cossacks 3,,
7552,The Wonderful 101,8.0,
7553,Fist of The North Star: Lost Paradise,,
7555,Kirby's Dream Land 3,,
7556,Big Bass World Championship,,
7557,NFL GameDay 2001,,
7559,NBA 2K6,,
7561,Jurassic Park,,
7562,Mystical Ninja starring Goemon,,
7563,Saban's Power Rangers: Lightspeed Rescue,,
7564,Tetrisphere,,
7566,Toukiden,,
7567,TMNT,,
7569,Assassin's Creed III,7.7,
7570,North American Hunting Extravaganza,,
7571,World's Scariest Police Chases,,
7572,Shaun Palmer's Pro Snowboarder,,
7573,Tiger Woods PGA Tour 09,5.2,
7574,Nintendo Labo: Toy-Con 02 Robot Kit,7.0,
7575,MechAssault 2: Lone Wolf,,
7577,Hamster Club 3,,
7578,Breath of Fire II,8.3,
7579,LEGO Racers,,
7580,Spider-Man: Shattered Dimensions,8.2,
7581,ESPN NFL Football,,
7582,ATV/Monster Truck Mayhem,,
7583,Digging for Dinosaurs,,
7584,Rapala Pro Fishing,,
7585,Tiger Woods PGA Tour 14,,
7586,J-League Pro Soccer Club o Tsukurou '04,,
7587,Dai-2-Ji Super Robot Taisen Z Saisei-hen,,
7588,Disney's The Haunted Mansion,,
7589,Arc the Lad: Twilight of the Spirits,7.3,8.5
7590,Dance Dance Revolution 3rdMix,,
7591,Sentouchu: Densetsu no Shinobi to Survival Battle!,,
7592,Super Robot Taisen A,,
7593,Earth Defense Force 2025,,
7594,Mega Man 11,8.0,
7595,LEGO Pirates of the Caribbean: The Video Game,6.8,
7596,G-Force,7.0,
7597,Boxer's Road,,
7598,Frogs And Flies,,
7599,Harry Potter and the Chamber of Secrets,,
7600,Toriko: Gourmet Survival!,,
7601,South Park Rally,3.9,
7602,Ganbare Goemon 3: Shishi Jyuurokubei no Karakuri Manji Katame,,
7603,SOCOM: Tactical Strike,7.1,
7604,Arctic Thunder,,
7606,NHL 2K10,,
7607,Wonder Pets! Save the Animals!,,
7609,Kinectimals: Now with Bears!,,
7610,Harvest Moon: The Tale of Two Towns,6.3,
7611,J-League Pro Soccer Club o Tsukurou!,,
7612,Sword Art Online: Lost Song,,
7613,Formula 1 Championship Edition,8.5,
7614,Trauma Center: Under the Knife,8.0,
7615,Shrek,,
7616,Hello Neighbor,,
7617,Football Manager Handheld 2010,6.0,
7618,Dark Void,6.1,
7619,NBA 2K17,,
7620,Blasto,4.6,
7621,U-Sing,,
7622,Backyard Baseball 2006,,
7623,The Sims 4: City Living,,
7624,Press Your Luck 2010 Edition,,
7625,Disney Infinity,,
7626,Guitar Hero: Smash Hits,7.4,
7627,Cabela's Outdoor Adventures (2006),,
7629,Nicktoons: Unite!,,
7631,Suikoden V,7.9,
7632,Picross 2,,
7633,Metro: Last Light,,
7634,Outlaw Golf 2,,
7635,Momotarou Dentetsu 12,,
7636,Skylanders SWAP Force,,
7637,Worms: Open Warfare 2,,
7638,Call of Duty: Ghosts,8.8,
7640,Dragon Ball Z: Extreme Butoden,5.0,
7641,Batman: Rise of Sin Tzu,,
7642,Disney's Tarzan: Return to the Jungle,6.9,
7643,Cabela's Dangerous Hunts,,
7644,AMF Bowling World Lanes,,
7647,Jikkyou Powerful Pro Yakyuu 13,,
7648,NHL 2K10,8.2,
7649,Mega Man X3,,
7651,Stunt Race FX,,
7652,Command & Conquer: Red Alert 3 Ultimate Edition,7.4,
7653,Bloody Roar 3,,
7654,WWE Crush Hour,,
7655,CSI: Deadly Intent - The Hidden Cases,,
7656,EA Sports MMA,7.7,
7657,Persona 2: Eternal Punishment,8.7,
7658,Teenage Mutant Ninja Turtles: Smash-Up,7.2,
7659,Transformers: Dark of the Moon,5.5,
7660,Star Wars: Flight of the Falcon,,
7661,Dead or Alive 5 Last Round,7.1,
7662,Metal Gear Solid: The Twin Snakes,8.1,
7669,Dragon Ball Z: Budokai Tenkaichi 2 (JP sales),,
7670,Dragon Quest 25 Shuunen Kinin: Famicom & Super Famicom Dragon Quest I-II-III,,
7671,Drakengard,,
7673,Heroes of Might and Magic V,,
7674,Jikkyou Powerful Pro Yakyuu 2000,,
7677,NFL GameDay '97,,
7678,One Piece: Gigant Battle 2 Shin Sekai,,
7686,Def Jam Rapstar,7.4,
7687,Resident Evil: Dead Aim,6.7,
7688,Sega Genesis Classics,,
7689,Need for Speed Carbon,7.7,
7690,The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,5.5,
7691,The Fairly Odd Parents: Shadow Showdown,5.0,
7692,Saban's Power Rangers: Lightspeed Rescue,,
7693,Xbox Music Mixer,,
7694,Terminator Salvation,5.2,
7696,Tropico 4,,
7697,Chicken Shoot,3.0,
7698,College Hoops 2K8,,
7699,Might & Magic Heroes VI,7.4,
7700,Guitar Hero: Metallica,,
7701,Guilty Gear X2,,
7702,MotoGP 08,6.8,
7704,The Sims 4: Get Together,,
7705,Gravity Rush 2,,
7707,Tom Clancy's Rainbow Six: Lockdown,,
7708,From TV Animation One Piece: Tobidase Kaizokudan!,,
7709,World of Final Fantasy,,
7710,Hello Kitty Daily,,
7711,The Tale of Despereaux,,
7712,Aggressive Inline,8.7,
7713,Karaoke Revolution,,
7714,NFL Street,8.3,
7715,Metal Arms: Glitch in the System,,
7716,Enemy Territory: Quake Wars,,
7717,Jikkyou Powerful Pro Yakyuu 7,,
7718,Minecraft: Story Mode,,
7719,Tiger Woods PGA Tour 12: The Masters,,
7720,Rally Cross 2,,
7721,EverGrace,6.2,
7722,SpongeBob's Boating Bash,,
7723,Lunar 2: Eternal Blue Complete,8.1,
7724,Street Fighter Alpha: Warriors' Dreams,,
7725,Rugrats: Royal Ransom,,
7726,MLB 06: The Show,8.3,
7727,Hannah Montana: The Movie,,
7728,Over the Hedge,6.7,
7729,One Piece: Pirate Warriors 3,,
7730,Yu-Gi-Oh! 5D's Tag Force 5,,
7731,Charlie and the Chocolate Factory,,
7732,Madden NFL 13,6.2,
7733,Naruto Shippuden: Ultimate Ninja Impact,,
7734,Def Jam Icon,6.3,
7735,Lego Star Wars: The Force Awakens,,
7736,Kurushi Final: Mental Blocks,,
7737,Risk / Battleship / Clue,,
7738,Mini Ninjas,7.4,
7739,Pirates of the Caribbean: At World's End,,
7740,SD Gundam G Generation World,,
7741,WWE '12,,
7742,Tekken Tag Tournament 2,,
7743,UEFA Euro 2008 Austria-Switzerland,,
7744,Racquet Sports,4.2,
7745,Lego Legends of Chima: Laval's Journey,,
7746,The Wild Thornberrys Movie,,
7747,High School Musical 3: Senior Year DANCE!,,
7748,Dynasty Warriors 5 Empires,6.3,
7749,Odin Sphere: Leifthrasir,,
7750,WipEout 3,,
7751,FIFA Street 3,,
7752,Angry Birds: Star Wars,,
7753,Marvel vs. Capcom: Infinite,,
7754,Classic NES Series: Ice Climber,,
7755,Battalion Wars 2,7.7,
7756,Danganronpa: Trigger Happy Havoc,,
7757,WWE All Stars,7.7,
7758,Mini Ninjas,,
7759,NBA 2K12,,
7760,LEGO Jurassic World,,
7761,Xenosaga Episode III: Also sprach Zarathustra,7.9,
7762,Just Dance 2017,,
7763,Driver 2 Advance,6.8,
7764,Freeway,,
7765,DanceDanceRevolution,,
7766,Monster Rancher 4,,
7767,Risen 3: Titan Lords Enhanced Edition,6.3,
7768,Vancouver 2010 - The Official Video Game of the Olympic Winter Games,,
7769,Supreme Commander 2,8.2,
7770,Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,,
7771,Iron Storm,,
7772,MotorStorm: Arctic Edge,7.4,
7774,The Fairly Odd Parents: Shadow Showdown,,
7775,Trauma Center: Second Opinion,8.2,
7776,Marvel Super Heroes,,
7777,Super Bust-A-Move,,
7778,Hitman: Contracts,,
7780,Tom Clancy's Ghost Recon: Shadow Wars,7.9,
7781,Thunderstrike: Operation Phoenix,,
7782,Alien's Return,,
7783,Frostbite,,
7784,Avatar: The Last Airbender - The Burning Earth,,
7785,SimCity Creator,,
7786,Monopoly,,
7787,Twisted Metal,,
7788,Speed Racer: The Videogame,,
7791,WWE Day of Reckoning 2,8.3,8.5
7792,Revenge of the Titans,8.0,
7793,The Urbz: Sims in the City,,
7794,SpongeBob SquarePants: The Yellow Avenger,,
7795,Conan,,
7796,Fantastic Voyage,,
7797,The Sims 3: Town Life Stuff,,
7798,Star Ocean: Second Evolution,8.0,
7799,Night Warriors: Darkstalkers' Revenge,,
7800,Tenchu Z,5.7,
7801,Dragon Quest: Shounen Yangus to Fushigi no Dungeon,,
7803,Hatsune Miku: Project Diva 2nd,,
7804,Ninja Gaiden: Dragon Sword,8.0,
7805,Off Road Challenge,,
7807,Bank Heist,,
7808,Backstreet Billiards,7.2,
7810,Carnival,,
7811,Leisure Suit Larry: Magna Cum Laude,,
7812,Tales of the World: Radiant Mythology 2,,
7813,MVP 06 NCAA Baseball,,
7814,Momotarou Dentetsu DS: Tokyo & Japan,,
7815,Divinity: Original Sin,,
7816,Point Blank,,
7817,Skylanders: Trap Team,,
7818,F.E.A.R.,8.6,
7819,The Shoot,,
7820,Tiny Tank,,
7821,Transport Fever,,
7822,Smart Girl's Party Game,,
7823,Lord of Arcana,4.7,
7824,Spy Hunter,,
7825,NBA 2K17,,
7826,Dynasty Warriors 6 Empires,6.4,
7828,The King of Fighters XIV,,
7830,Herbie: Fully Loaded,5.0,
7831,Teenage Mutant Ninja Turtles,,
7832,My Baby Boy,,
7833,Remember Me,,
7834,Project Versus J,,
7835,Guitar Hero Live,,
7836,Football Manager Handheld 2008,,
7837,The LEGO Movie Videogame,,
7838,Dragon Ball Heroes: Ultimate Mission 2,,
7839,Iron Man 2,,
7840,Imagine: Movie Star,,
7841,Disney Sing It: Pop Hits,,
7842,Puzzle Quest: Challenge of the Warlords,,
7843,Bejeweled 3,,
7844,The Eye of Judgment,7.5,
7846,007 Legends,,
7847,Dynasty Warriors: Gundam 2,4.9,
7848,Fade to Black,,
7849,MXRider,,
7850,Sniper: Ghost Warrior 2,,
7851,Pirates of the Caribbean: At World's End,,
7852,Delta Force: Black Hawk Down,,
7854,NHL 09,,
7855,Shaun White Snowboarding,6.3,
7856,World Championship Poker 2: Featuring Howard Lederer,,
7858,Harry Potter and the Deathly Hallows - Part 2,4.8,
7859,Samurai Warriors 3Z,,
7860,Sengoku Musou 3 Z,,
7861,Tom Clancy's Ghost Recon Advanced Warfighter,,
7863,Dead or Alive 5,7.6,
7864,NCAA Basketball 10,,
7865,Tokyo Highway Battle,,
7866,Dishonored: Death of the Outsider,,
7867,Untold Legends: The Warriors Code,6.8,
7869,Beyond Good & Evil,8.3,
7870,Valkyria Chronicles Remastered,,
7871,Banjo-Kazooie: Grunty's Revenge,6.6,
7872,Bomberman World,6.5,
7873,Night at the Museum: Battle of the Smithsonian,,
7874,Transformers: Revenge of the Fallen -- Decepticons,,
7875,Mega Man ZX Advent,7.6,
7876,Jeanne d'Arc,8.4,
7877,Street Fighter Alpha 3 MAX,7.8,
7878,Call of Duty: Infinite Warfare,,
7879,The Lego Ninjago Movie Videogame,,
7880,Deathtrap Dungeon,,
7881,Ape Escape Academy,5.3,
7882,Mystery Case Files: The Malgrave Incident,6.3,
7883,Avatar: The Last Airbender,,
7884,Harry Potter and the Deathly Hallows - Part 2,,
7885,Ninja Blade,6.7,
7886,The King of Fighters XIII,,
7887,WWE Wrestlemania XIX,7.8,
7888,The Sims 2,7.6,
7889,Hulk,,
7890,BookWorm,,
7891,We Sing Deutsche Hits,,
7892,Klonoa 2: Lunatea's Veil,9.4,
